index, AverageDriveForce (lbs), Cadence (stokes/min), DragFactor, DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx, latitude, longitude,TimeStamp (sec)
143,0.0,17,0.0,0.0,0.0,14588.0,134,376.415341265,0.0,0.0,169.505570703,9.14570903305,0.0,0.0,42.35467,-71.116823,1445082542.0
144,0.0,17,0.0,0.0,0.0,14589.0,134,378.133662579,0.0,0.0,188.028888271,9.7730270123,0.0,0.0,42.354655,-71.116818,1445082543.0
145,0.0,17,0.0,0.0,0.0,14590.0,134,380.297963217,0.0,0.0,177.276793697,11.2798697699,0.0,0.0,42.354637,-71.116808,1445082544.0
146,0.0,17,0.0,0.0,0.0,14591.0,134,383.79871162,0.0,0.0,154.344820179,12.161569359,0.0,0.0,42.354611,-71.116784,1445082545.0
147,0.0,17,0.0,0.0,0.0,14592.0,135,387.877949705,0.0,0.0,143.320539194,12.2087860316,0.0,0.0,42.354585,-71.116749,1445082546.0
148,0.0,17,0.0,0.0,0.0,14593.0,135,391.750516611,0.0,0.0,142.507739138,12.030542468,0.0,0.0,42.354557,-71.116721,1445082547.0
149,0.0,17,0.0,0.0,0.0,14594.0,135,395.446540801,0.0,0.0,143.974532603,11.1858525185,0.0,0.0,42.354531,-71.116693,1445082548.0
150,0.0,18,0.0,0.0,0.0,14595.0,135,398.120433911,0.0,0.0,153.42307914,11.389351892,0.0,0.0,42.354514,-71.11667,1445082549.0
151,0.0,18,0.0,0.0,0.0,14596.0,135,401.231524379,0.0,0.0,147.674684091,12.114367348,0.0,0.0,42.354493,-71.116645,1445082550.0
152,0.0,18,0.0,0.0,0.0,14597.0,135,405.255538224,0.0,0.0,137.447397477,11.9053648497,0.0,0.0,42.354465,-71.116614,1445082551.0
153,0.0,19,0.0,0.0,0.0,14598.0,136,408.900946767,0.0,0.0,138.501901765,11.5621363913,0.0,0.0,42.354439,-71.116587,1445082552.0
154,0.0,19,0.0,0.0,0.0,14599.0,136,412.17210879,0.0,0.0,139.774242829,11.978672628,0.0,0.0,42.354415,-71.116564,1445082553.0
155,0.0,19,0.0,0.0,0.0,14600.0,136,415.919873352,0.0,0.0,133.791820433,12.7500151208,0.0,0.0,42.354389,-71.116535,1445082554.0
156,0.0,19,0.0,0.0,0.0,14601.0,136,420.772890568,0.0,0.0,124.996647169,12.2922504866,0.0,0.0,42.354355,-71.116498,1445082555.0
157,0.0,19,0.0,0.0,0.0,14602.0,137,425.211369323,0.0,0.0,129.27863229,11.0871140189,0.0,0.0,42.354324,-71.116464,1445082556.0
158,0.0,19,0.0,0.0,0.0,14603.0,137,428.361235903,0.0,0.0,143.090168342,10.3589062828,0.0,0.0,42.354299,-71.116446,1445082557.0
159,0.0,19,0.0,0.0,0.0,14604.0,138,430.767602039,0.0,0.0,152.940617137,10.7670601875,0.0,0.0,42.35428,-71.116432,1445082558.0
160,0.0,19,0.0,0.0,0.0,14605.0,138,433.715600661,0.0,0.0,146.964296765,11.9400332375,0.0,0.0,42.354258,-71.116412,1445082559.0
161,0.0,19,0.0,0.0,0.0,14606.0,138,438.196817708,0.0,0.0,132.41198016,11.5443886767,0.0,0.0,42.354223,-71.116385,1445082560.0
162,0.0,19,0.0,0.0,0.0,14607.0,139,441.93108624,0.0,0.0,136.894359622,11.5803355733,0.0,0.0,42.354196,-71.116358,1445082561.0
163,0.0,19,0.0,0.0,0.0,14608.0,139,445.816975478,0.0,0.0,136.428073095,10.989081876,0.0,0.0,42.354169,-71.116328,1445082562.0
