Session Information:,,,,Device Information:

Name:,7x2000M/1:30,,,Name:,Nick's Speedcoach
Start Time:,06/02/15 06:29am,,,Model:,SpeedCoach GPS Pro
Type:,Interval,,,Serial:,2045277
System of Units:,Meters/Split500,,,Firmware Version:,2.04
Speed Input:,GPS,,,Profile Version:,0.02
,,,,Hardware Version:,07D
,,,,LiNK Version:,1.22.07

Session Summary:

Total Intervals,Total Elapsed Time,Total Distance,Avg Split,Avg Speed,Avg Stroke Rate,Avg Heart Rate,Total Strokes
(Interval),(HH:MM:SS.tenths),(Meters),(/500),(M/S),(SPM),(BPM),(Strokes)
7,00:59:40.3,14002.0,00:02:07.8,3.91,21.5,146,1301

Summary for Session Intervals:

Interval,Elapsed Time,Total Distance,Avg Split,Avg Speed,Avg Stroke Rate,Avg Heart Rate,Total Strokes
(Interval),(HH:MM:SS.tenths),(Meters),(/500),(M/S),(SPM),(BPM),(Strokes)
3,00:01:29.0,302.4,00:02:27.4,3.39,22,147,34
3,00:01:31.6,311.6,00:02:23.2,3.49,22,148,35
3,00:01:34.4,321.2,00:02:21.6,3.53,22.5,149,36
3,00:01:37.0,330.4,00:02:22.8,3.50,22.5,149,37
3,00:01:39.8,340.1,00:02:24.0,3.47,21.5,148,38
3,00:01:42.4,349.2,00:02:23.2,3.49,22,148,39
3,00:01:45.2,358.3,00:02:22.4,3.51,22,148,40
3,00:01:47.6,366.5,00:02:25.3,3.44,25.5,148,41
3,00:01:50.2,375.4,00:02:29.7,3.34,23.5,149,42
3,00:01:52.8,384.4,00:02:28.3,3.37,22.5,149,43
3,00:01:55.4,393.4,00:02:23.6,3.48,22.5,148,44
3,00:01:58.0,402.4,00:02:23.6,3.48,23,148,45
3,00:02:00.8,412.4,00:02:22.4,3.51,22.5,148,46
3,00:02:03.2,420.8,00:02:20.0,3.57,23,148,47
3,00:02:06.2,431.1,00:02:17.7,3.63,23,148,48
3,00:02:08.6,440.5,00:02:18.5,3.61,22.5,148,49
3,00:02:11.2,450.1,00:02:22.4,3.51,22.5,149,50
3,00:02:14.0,459.5,00:02:23.6,3.48,22,149,51
3,00:02:16.8,469.4,00:02:23.6,3.48,22,149,52
3,00:02:19.4,478.9,00:02:21.2,3.54,23,149,53
3,00:02:21.8,487.8,00:02:18.5,3.61,23.5,150,54
3,00:02:24.4,497.3,00:02:17.3,3.64,23,150,55
3,00:02:27.2,506.7,00:02:17.3,3.64,23,150,56
3,00:02:29.8,516.6,00:02:16.9,3.65,22.5,149,57
3,00:02:32.4,526.1,00:02:19.2,3.59,22,149,58
3,00:02:35.2,536.0,00:02:22.0,3.52,22.5,149,59
3,00:02:37.8,545.2,00:02:22.0,3.52,22.5,149,60
3,00:02:40.4,554.2,00:02:22.4,3.51,22.5,148,61
3,00:02:43.2,563.8,00:02:24.5,3.46,22,148,62
3,00:02:46.0,573.6,00:02:24.0,3.47,22,148,63
3,00:02:48.6,582.8,00:02:22.0,3.52,22.5,148,64
3,00:02:51.2,591.8,00:02:19.6,3.58,23,148,65
3,00:02:53.8,601.8,00:02:16.2,3.67,22.5,149,66
3,00:02:56.6,611.6,00:02:18.5,3.61,22.5,149,67
3,00:02:59.2,621.1,00:02:22.4,3.51,22.5,149,68
3,00:03:02.0,631.0,00:02:22.0,3.52,22.5,149,69
3,00:03:04.6,640.4,00:02:21.2,3.54,23,149,70
3,00:03:07.2,649.7,00:02:20.8,3.55,23,150,71
3,00:03:09.8,659.1,00:02:21.2,3.54,22.5,149,72
3,00:03:12.3,667.9,00:02:20.4,3.56,23,149,73
3,00:03:15.2,678.1,00:02:16.9,3.65,23,148,74
3,00:03:17.6,687.8,00:02:14.4,3.72,23,148,75
3,00:03:20.4,698.0,00:02:16.6,3.66,22,148,76
3,00:03:22.8,706.9,00:02:19.2,3.59,23,148,77
3,00:03:25.6,716.9,00:02:18.8,3.60,23,148,78
3,00:03:28.2,726.4,00:02:17.3,3.64,22.5,148,79
3,00:03:31.0,736.5,00:02:16.6,3.66,22.5,149,80
3,00:03:33.6,746.3,00:02:15.8,3.68,22,149,81
3,00:03:36.2,755.3,00:02:15.8,3.68,23,150,82
3,00:03:38.8,765.3,00:02:14.7,3.71,23.5,150,83
3,00:03:41.2,774.1,00:02:16.9,3.65,24,151,84
3,00:03:43.8,783.5,00:02:19.6,3.58,24.5,150,85
3,00:03:46.4,793.2,00:02:16.9,3.65,22.5,150,86
3,00:03:49.0,802.9,00:02:15.1,3.70,22.5,150,87
3,00:03:51.6,812.5,00:02:15.5,3.69,23,150,88
3,00:03:54.2,821.6,00:02:15.5,3.69,22.5,150,89
3,00:03:57.2,832.2,00:02:14.7,3.71,22,150,90
3,00:03:59.8,842.3,00:02:15.1,3.70,22.5,150,91
3,00:04:02.4,851.8,00:02:18.8,3.60,22.5,150,92
3,00:04:04.8,860.1,00:02:22.8,3.50,25,150,93
3,00:04:07.0,867.9,00:02:22.8,3.50,27,150,94
3,00:04:08.8,874.2,00:02:22.4,3.51,30.5,150,95
3,00:04:11.4,883.5,00:02:22.0,3.52,25,150,96
3,00:04:13.8,892.5,00:02:18.8,3.60,23.5,150,97
3,00:04:16.4,902.2,00:02:16.6,3.66,23.5,150,98
3,00:04:19.0,912.0,00:02:14.7,3.71,23,150,99
3,00:04:21.5,921.2,00:02:13.6,3.74,24.5,150,100
3,00:04:24.2,931.0,00:02:13.6,3.74,21.5,150,101
3,00:04:27.2,941.5,00:02:15.1,3.70,22,150,102
3,00:04:29.6,950.7,00:02:20.0,3.57,23,150,103
3,00:04:32.2,960.0,00:02:24.0,3.47,23,150,104
3,00:04:34.8,969.2,00:02:22.8,3.50,22.5,150,105
3,00:04:37.4,978.5,00:02:21.2,3.54,22.5,150,106
3,00:04:40.2,988.3,00:02:21.2,3.54,22,150,107
3,00:04:42.8,997.6,00:02:20.4,3.56,22.5,150,108
3,00:04:45.4,1006.4,00:02:20.0,3.57,23,150,109
3,00:04:48.2,1016.0,00:02:19.6,3.58,23,149,110
3,00:04:50.6,1025.1,00:02:20.0,3.57,23,150,111
3,00:04:53.2,1034.2,00:02:23.6,3.48,23.5,150,112
3,00:04:55.8,1043.4,00:02:24.5,3.46,23.5,151,113
3,00:04:58.4,1052.8,00:02:20.4,3.56,23,151,114
3,00:05:01.0,1062.0,00:02:18.8,3.60,23,152,115
3,00:05:03.3,1070.2,00:02:18.5,3.61,23.5,152,116
3,00:05:06.2,1079.9,00:02:18.8,3.60,23,152,117
3,00:05:08.6,1089.2,00:02:19.6,3.58,23.5,152,118
3,00:05:11.2,1098.6,00:02:22.4,3.51,23,153,119
3,00:05:13.8,1108.3,00:02:20.4,3.56,23,153,120
3,00:05:18.8,1123.6,00:02:26.6,3.41,12,152,121
3,00:05:21.2,1130.2,00:02:47.7,2.98,24,153,122
3,00:05:23.8,1139.2,00:02:41.8,3.09,24,153,123
3,00:05:26.4,1148.6,00:02:24.0,3.47,23.5,153,124
3,00:05:29.0,1158.3,00:02:20.0,3.57,23,152,125
3,00:05:31.6,1167.8,00:02:18.1,3.62,23,151,126
3,00:05:34.2,1177.0,00:02:18.5,3.61,23,150,127
3,00:05:37.0,1187.1,00:02:18.1,3.62,22,150,128
3,00:05:39.6,1196.4,00:02:18.5,3.61,22,150,129
3,00:05:42.2,1205.1,00:02:21.6,3.53,22.5,150,130
3,00:05:45.2,1214.9,00:02:23.2,3.49,22.5,149,131
3,00:05:47.6,1223.7,00:02:26.1,3.42,22.5,148,132
3,00:05:50.4,1232.9,00:02:32.4,3.28,22.5,148,133
3,00:05:53.0,1241.5,00:02:35.7,3.21,22.5,148,134
3,00:05:55.8,1250.7,00:02:33.8,3.25,22.5,149,135
3,00:05:58.4,1259.5,00:02:31.5,3.30,22,149,136
3,00:06:01.0,1268.4,00:02:28.8,3.36,23.5,149,137
3,00:06:03.5,1276.9,00:02:26.1,3.42,23.5,150,138
3,00:06:06.2,1285.3,00:02:27.0,3.40,23.5,150,139
3,00:06:08.8,1293.6,00:02:27.0,3.40,22.5,150,140
3,00:06:11.4,1302.1,00:02:28.3,3.37,22.5,151,141
3,00:06:14.0,1310.0,00:02:42.3,3.08,22,152,142
3,00:06:16.8,1320.6,00:02:47.7,2.98,22.5,152,143
3,00:06:19.4,1330.7,00:02:31.0,3.31,22,152,144
3,00:06:22.0,1340.6,00:02:22.8,3.50,22.5,152,145
3,00:06:24.8,1350.7,00:02:24.0,3.47,22.5,152,146
3,00:06:27.5,1360.1,00:02:25.7,3.43,22.5,152,147
3,00:06:30.3,1369.4,00:02:25.3,3.44,22,152,148
3,00:06:32.8,1378.7,00:02:24.0,3.47,23,152,149
3,00:06:35.4,1387.7,00:02:27.4,3.39,23,153,150
3,00:06:38.0,1396.5,00:02:34.7,3.23,23,153,151
3,00:06:40.6,1405.2,00:02:35.2,3.22,23,153,152
3,00:06:43.2,1413.9,00:02:32.9,3.27,22.5,153,153
3,00:06:46.0,1423.2,00:02:31.0,3.31,22.5,153,154
3,00:06:48.6,1432.2,00:02:27.4,3.39,22.5,153,155
3,00:06:51.2,1440.9,00:02:25.7,3.43,22,153,156
3,00:06:54.3,1451.0,00:02:24.5,3.46,23,153,157
3,00:06:56.6,1460.0,00:02:23.6,3.48,22.5,153,158
3,00:06:59.4,1469.6,00:02:26.6,3.41,22,153,159
3,00:07:02.0,1478.8,00:02:29.2,3.35,22.5,152,160
3,00:07:04.8,1488.3,00:02:27.0,3.40,22,152,161
3,00:07:07.4,1497.4,00:02:24.5,3.46,22.5,151,162
3,00:07:10.0,1506.4,00:02:24.0,3.47,23,151,163
3,00:07:12.8,1515.9,00:02:26.1,3.42,22.5,151,164
3,00:07:15.4,1524.5,00:02:25.7,3.43,22.5,152,165
3,00:07:18.2,1534.3,00:02:21.6,3.53,22,152,166
3,00:07:20.8,1544.1,00:02:18.8,3.60,22.5,152,167
3,00:07:23.6,1553.8,00:02:21.2,3.54,22.5,152,168
3,00:07:26.2,1562.9,00:02:26.6,3.41,22.5,152,169
3,00:07:29.0,1572.5,00:02:27.4,3.39,21.5,153,170
3,00:07:31.6,1581.7,00:02:24.0,3.47,21.5,153,171
3,00:07:34.4,1591.6,00:02:22.4,3.51,22.5,153,172
3,00:07:37.0,1600.8,00:02:21.2,3.54,22.5,153,173
3,00:07:39.8,1610.7,00:02:20.4,3.56,22.5,153,174
3,00:07:42.3,1619.1,00:02:19.6,3.58,23,153,175
3,00:07:45.3,1629.8,00:02:16.6,3.66,22.5,153,176
3,00:07:47.6,1639.4,00:02:15.8,3.68,23,153,177
3,00:07:50.2,1648.8,00:02:20.8,3.55,23,153,178
3,00:07:53.0,1658.8,00:02:23.2,3.49,22,152,179
3,00:07:55.6,1668.0,00:02:22.8,3.50,23,153,180
3,00:07:58.2,1677.1,00:02:23.2,3.49,22.5,153,181
3,00:08:00.8,1686.4,00:02:22.8,3.50,22.5,153,182
3,00:08:03.5,1695.3,00:02:22.8,3.50,23,153,183
3,00:08:06.3,1704.2,00:02:22.4,3.51,22.5,153,184
3,00:08:08.8,1713.5,00:02:21.6,3.53,23,153,185
3,00:08:11.4,1722.6,00:02:23.6,3.48,22.5,153,186
3,00:08:14.2,1732.4,00:02:25.7,3.43,22.5,153,187
3,00:08:16.8,1741.7,00:02:24.9,3.45,22.5,153,188
3,00:08:19.4,1751.0,00:02:22.4,3.51,22.5,153,189
3,00:08:22.0,1760.5,00:02:20.8,3.55,23,153,190
3,00:08:24.8,1770.3,00:02:20.4,3.56,22.5,154,191
3,00:08:27.4,1779.1,00:02:22.0,3.52,22.5,154,192
3,00:08:30.3,1789.0,00:02:21.2,3.54,22.5,154,193
3,00:08:32.8,1798.7,00:02:19.6,3.58,21.5,154,194
3,00:08:35.6,1808.4,00:02:22.4,3.51,22.5,154,195
3,00:08:38.2,1817.7,00:02:25.3,3.44,23,154,196
3,00:08:40.8,1826.8,00:02:24.0,3.47,22.5,155,197
3,00:08:43.4,1835.8,00:02:22.8,3.50,22.5,155,198
3,00:08:46.2,1845.5,00:02:22.8,3.50,22.5,154,199
3,00:08:48.8,1854.3,00:02:24.9,3.45,22.5,154,200
3,00:08:51.4,1862.3,00:02:30.1,3.33,23,154,201
3,00:08:54.3,1871.2,00:02:34.3,3.24,22,155,202
3,00:08:56.8,1880.3,00:02:33.3,3.26,22.5,155,203
