index,index,TimeStamp (sec), HRCur (bpm),DistanceMeters, Cadence (stokes/min), lapIdx, WorkoutState, Horizontal (meters), Stroke500mPace (sec/500m), ElapsedTime (sec), Power (watts), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
700,700,1520273738.756,66.0,4039.7,34.0,5.0,4.0,4039.7,inf,1492.138000011444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4039.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
701,701,1520273740.7140002,66.0,4045.2,34.0,5.0,4.0,4045.2,inf,1494.0960001945496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4045.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
702,702,1520273742.7340002,66.0,4050.7,30.0,5.0,4.0,4050.7,inf,1496.116000175476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4050.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
703,703,1520273744.756,66.0,4056.0,30.0,5.0,4.0,4056.0,inf,1498.138000011444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4056.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
704,704,1520273745.718,66.0,4060.0,31.0,5.0,4.0,4060.0,inf,1499.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4060.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
705,705,1520273747.744,66.0,4065.4,30.0,5.0,4.0,4065.4,inf,1501.1259999275208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4065.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
706,706,1520273749.7140002,66.0,4070.9,30.0,5.0,4.0,4070.9,inf,1503.0960001945496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4070.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
707,707,1520273752.7080002,0.0,4077.4,29.0,5.0,4.0,4077.4,inf,1506.090000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4077.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
708,708,1520273754.716,0.0,4082.7,30.0,5.0,4.0,4082.7,inf,1508.098000049591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4082.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
709,709,1520273756.7080002,0.0,4087.8,0.0,5.0,4.0,4087.8,inf,1510.090000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4087.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
710,710,1520273758.712,0.0,4093.0,30.0,5.0,4.0,4093.0,inf,1512.093999862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4093.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
711,711,1520273760.7080002,0.0,4098.3,30.0,5.0,4.0,4098.3,inf,1514.090000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4098.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
712,712,1520273762.712,0.0,4103.8,30.0,5.0,4.0,4103.8,inf,1516.093999862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4103.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
713,713,1520273764.71,66.0,4109.2,28.0,5.0,4.0,4109.2,inf,1518.0920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4109.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
714,714,1520273766.712,66.0,4116.0,27.0,5.0,4.0,4116.0,inf,1520.093999862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4116.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
715,715,1520273768.7199998,66.0,4121.4,27.0,5.0,4.0,4121.4,inf,1522.101999759674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4121.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
716,716,1520273771.716,66.0,4128.1,0.0,6.0,4.0,4128.1,inf,1525.098000049591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4128.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
717,717,1520273772.716,75.0,4132.0,0.0,6.0,4.0,4132.0,inf,1526.098000049591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4132.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
718,718,1520273775.736,84.0,4138.6,29.0,6.0,4.0,4138.6,inf,1529.1180000305176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4138.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
719,719,1520273777.7080002,84.0,4143.8,32.0,6.0,4.0,4143.8,inf,1531.090000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4143.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
720,720,1520273779.71,84.0,4149.2,32.0,6.0,4.0,4149.2,inf,1533.0920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4149.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
721,721,1520273781.7280002,84.0,4154.5,0.0,6.0,4.0,4154.5,inf,1535.1100001335144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4154.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
722,722,1520273783.73,84.0,4159.7,31.0,6.0,4.0,4159.7,inf,1537.111999988556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4159.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
723,723,1520273785.718,84.0,4166.3,27.0,6.0,4.0,4166.3,inf,1539.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4166.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
724,724,1520273787.718,84.0,4171.4,27.0,6.0,4.0,4171.4,inf,1541.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4171.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
725,725,1520273790.7080002,84.0,4177.5,27.0,6.0,4.0,4177.5,inf,1544.090000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4177.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
726,726,1520273792.712,82.0,4182.4,0.0,6.0,4.0,4182.4,inf,1546.093999862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4182.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
727,727,1520273794.7459998,82.0,4188.7,26.0,6.0,4.0,4188.7,inf,1548.1279997825623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4188.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
728,728,1520273796.716,82.0,4193.8,26.0,6.0,4.0,4193.8,inf,1550.098000049591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4193.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
729,729,1520273798.7340002,82.0,4199.0,27.0,6.0,4.0,4199.0,inf,1552.116000175476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4199.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
730,730,1520273801.7540002,82.0,4205.3,27.0,6.0,4.0,4205.3,inf,1555.1360001564026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4205.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
731,731,1520273803.7659998,82.0,4211.5,26.0,6.0,4.0,4211.5,inf,1557.1479997634888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4211.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
732,732,1520273805.7259998,82.0,4216.3,0.0,6.0,4.0,4216.3,inf,1559.1079998016357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4216.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
733,733,1520273808.716,87.0,4222.3,28.0,6.0,4.0,4222.3,inf,1562.098000049591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4222.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
734,734,1520273810.71,105.0,4227.2,28.0,6.0,4.0,4227.2,inf,1564.0920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4227.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
735,735,1520273812.722,105.0,4233.3,0.0,6.0,4.0,4233.3,inf,1566.1039998531342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4233.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
736,736,1520273815.716,105.0,4239.1,0.0,6.0,4.0,4239.1,inf,1569.098000049591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4239.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
737,737,1520273817.712,105.0,4243.8,0.0,6.0,4.0,4243.8,inf,1571.093999862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4243.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
738,738,1520273819.732,105.0,4249.6,25.0,6.0,4.0,4249.6,inf,1573.114000082016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4249.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
739,739,1520273822.712,105.0,4255.2,25.0,6.0,4.0,4255.2,inf,1576.093999862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4255.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
740,740,1520273824.71,105.0,4259.9,0.0,6.0,4.0,4259.9,inf,1578.0920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4259.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
741,741,1520273826.7199998,105.0,4265.7,26.0,6.0,4.0,4265.7,inf,1580.101999759674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4265.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
742,742,1520273828.738,105.0,4270.8,25.0,6.0,4.0,4270.8,inf,1582.119999885559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4270.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
743,743,1520273831.712,105.0,4276.4,0.0,6.0,4.0,4276.4,inf,1585.093999862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4276.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
744,744,1520273833.722,105.0,4282.6,28.0,6.0,4.0,4282.6,inf,1587.1039998531342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4282.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
745,745,1520273835.718,105.0,4287.4,28.0,6.0,4.0,4287.4,inf,1589.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4287.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
746,746,1520273838.724,105.0,4294.7,0.0,6.0,4.0,4294.7,inf,1592.1059999465942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4294.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
747,747,1520273840.716,105.0,4299.5,0.0,6.0,4.0,4299.5,inf,1594.098000049591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4299.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
748,748,1520273843.7140002,105.0,4305.3,26.0,6.0,4.0,4305.3,inf,1597.0960001945496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4305.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
749,749,1520273845.71,99.0,4310.0,26.0,6.0,4.0,4310.0,inf,1599.0920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4310.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
750,750,1520273847.718,99.0,4315.9,27.0,6.0,4.0,4315.9,inf,1601.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4315.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
751,751,1520273850.712,99.0,4321.8,25.0,6.0,4.0,4321.8,inf,1604.093999862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4321.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
752,752,1520273852.7140002,95.0,4327.8,0.0,6.0,4.0,4327.8,inf,1606.0960001945496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4327.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
753,753,1520273854.718,98.0,4332.7,0.0,6.0,4.0,4332.7,inf,1608.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4332.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
754,754,1520273857.7140002,98.0,4338.8,25.0,6.0,4.0,4338.8,inf,1611.0960001945496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4338.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
755,755,1520273859.724,98.0,4343.6,26.0,6.0,4.0,4343.6,inf,1613.1059999465942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4343.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
756,756,1520273861.722,104.0,4349.6,26.0,6.0,4.0,4349.6,inf,1615.1039998531342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4349.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
757,757,1520273864.7140002,104.0,4355.5,24.0,6.0,4.0,4355.5,inf,1618.0960001945496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4355.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
758,758,1520273866.722,104.0,4361.5,27.0,6.0,4.0,4361.5,inf,1620.1039998531342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4361.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
759,759,1520273868.718,104.0,4366.6,27.0,6.0,4.0,4366.6,inf,1622.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4366.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
760,760,1520273871.7140002,107.0,4372.9,27.0,6.0,4.0,4372.9,inf,1625.0960001945496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4372.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
761,761,1520273873.752,107.0,4377.8,27.0,6.0,4.0,4377.8,inf,1627.1340000629425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4377.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
762,762,1520273875.7199998,110.0,4384.0,27.0,6.0,4.0,4384.0,inf,1629.101999759674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4384.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
763,763,1520273877.724,110.0,4388.7,27.0,6.0,4.0,4388.7,inf,1631.1059999465942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4388.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
764,764,1520273879.7199998,112.0,4393.6,26.0,6.0,4.0,4393.6,inf,1633.101999759674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4393.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
765,765,1520273882.7140002,112.0,4400.0,26.0,6.0,4.0,4400.0,inf,1636.0960001945496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
766,766,1520273884.722,113.0,4406.4,27.0,6.0,4.0,4406.4,inf,1638.1039998531342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4406.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
767,767,1520273887.716,116.0,4412.6,0.0,6.0,4.0,4412.6,inf,1641.098000049591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4412.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
768,768,1520273889.7140002,117.0,4417.6,29.0,6.0,4.0,4417.6,inf,1643.0960001945496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4417.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
769,769,1520273891.722,118.0,4422.6,25.0,6.0,4.0,4422.6,inf,1645.1039998531342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,4422.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
