index,index,TimeStamp (sec), HRCur (bpm),DistanceMeters, Cadence (stokes/min), lapIdx, WorkoutState, Horizontal (meters), Stroke500mPace (sec/500m), ElapsedTime (sec), Power (watts), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
304,304,1520272950.5879998,89.0,1799.2,30.0,3.0,4.0,1799.2,inf,703.9699997901917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1799.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
305,305,1520272952.592,89.0,1804.7,31.0,3.0,4.0,1804.7,inf,705.9739999771118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1804.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
306,306,1520272954.5300002,86.0,1810.2,30.0,3.0,4.0,1810.2,inf,707.9120001792908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1810.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
307,307,1520272956.5359998,86.0,1815.8,29.0,3.0,4.0,1815.8,inf,709.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1815.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
308,308,1520272958.5359998,86.0,1821.2,29.0,3.0,4.0,1821.2,inf,711.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1821.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
309,309,1520272960.6,82.0,1826.8,28.0,3.0,4.0,1826.8,inf,713.981999874115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1826.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
310,310,1520272962.534,82.0,1832.4,29.0,3.0,4.0,1832.4,inf,715.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1832.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
311,311,1520272964.528,82.0,1838.0,28.0,3.0,4.0,1838.0,inf,717.9100000858307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1838.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
312,312,1520272966.5359998,82.0,1843.6,31.0,3.0,4.0,1843.6,inf,719.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1843.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
313,313,1520272968.538,82.0,1849.2,30.0,3.0,4.0,1849.2,inf,721.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1849.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
314,314,1520272970.532,86.0,1854.8,30.0,3.0,4.0,1854.8,inf,723.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1854.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
315,315,1520272972.548,86.0,1860.2,30.0,3.0,4.0,1860.2,inf,725.9300000667572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1860.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
316,316,1520272974.532,86.0,1865.8,28.0,3.0,4.0,1865.8,inf,727.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1865.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
317,317,1520272976.548,86.0,1871.5,30.0,3.0,4.0,1871.5,inf,729.9300000667572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1871.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
318,318,1520272978.5300002,86.0,1877.1,30.0,3.0,4.0,1877.1,inf,731.9120001792908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1877.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
319,319,1520272980.538,86.0,1882.7,30.0,3.0,4.0,1882.7,inf,733.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1882.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
320,320,1520272982.5359998,86.0,1888.3,30.0,3.0,4.0,1888.3,inf,735.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1888.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
321,321,1520272984.532,86.0,1893.8,31.0,3.0,4.0,1893.8,inf,737.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1893.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
322,322,1520272986.558,86.0,1899.5,28.0,3.0,4.0,1899.5,inf,739.9400000572205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1899.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
323,323,1520272988.5619998,86.0,1905.0,30.0,3.0,4.0,1905.0,inf,741.9439997673035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1905.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
324,324,1520272990.552,86.0,1910.5,30.0,3.0,4.0,1910.5,inf,743.9340000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1910.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
325,325,1520272992.546,86.0,1916.1,29.0,3.0,4.0,1916.1,inf,745.9279999732971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1916.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
326,326,1520272994.54,86.0,1923.0,29.0,3.0,4.0,1923.0,inf,747.9219999313354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1923.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
327,327,1520272996.544,86.0,1928.5,30.0,3.0,4.0,1928.5,inf,749.925999879837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1928.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
328,328,1520272998.5419998,83.0,1933.8,48.0,3.0,4.0,1933.8,inf,751.923999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1933.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
329,329,1520273000.544,83.0,1939.1,48.0,3.0,4.0,1939.1,inf,753.925999879837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1939.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
330,330,1520273002.534,83.0,1944.4,34.0,3.0,4.0,1944.4,inf,755.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1944.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
331,331,1520273004.538,83.0,1949.6,29.0,3.0,4.0,1949.6,inf,757.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1949.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
332,332,1520273006.538,83.0,1954.9,31.0,3.0,4.0,1954.9,inf,759.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1954.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
333,333,1520273008.5359998,83.0,1960.2,31.0,3.0,4.0,1960.2,inf,761.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1960.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
334,334,1520273010.5359998,83.0,1965.4,31.0,3.0,4.0,1965.4,inf,763.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1965.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
335,335,1520273012.554,83.0,1970.7,29.0,3.0,4.0,1970.7,inf,765.9359998703003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1970.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
336,336,1520273014.5359998,76.0,1976.2,31.0,3.0,4.0,1976.2,inf,767.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1976.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
337,337,1520273016.5359998,76.0,1980.5,31.0,3.0,4.0,1980.5,inf,769.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1980.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
338,338,1520273018.534,76.0,1986.2,34.0,3.0,4.0,1986.2,inf,771.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1986.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
339,339,1520273020.548,76.0,1991.6,29.0,3.0,4.0,1991.6,inf,773.9300000667572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1991.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
340,340,1520273022.552,76.0,1996.9,30.0,3.0,4.0,1996.9,inf,775.9340000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1996.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
341,341,1520273024.5619998,81.0,2002.3,30.0,3.0,4.0,2002.3,inf,777.9439997673035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2002.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
342,342,1520273026.598,81.0,2007.6,30.0,3.0,4.0,2007.6,inf,779.9800000190735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2007.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
343,343,1520273028.612,81.0,2012.9,29.0,3.0,4.0,2012.9,inf,781.9939999580383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2012.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
344,344,1520273030.544,81.0,2019.5,29.0,3.0,4.0,2019.5,inf,783.925999879837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2019.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
345,345,1520273032.548,81.0,2024.8,34.0,3.0,4.0,2024.8,inf,785.9300000667572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2024.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
346,346,1520273034.5419998,81.0,2030.2,34.0,3.0,4.0,2030.2,inf,787.923999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2030.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
347,347,1520273036.544,81.0,2034.2,30.0,3.0,4.0,2034.2,inf,789.925999879837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2034.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
348,348,1520273038.552,81.0,2040.8,30.0,3.0,4.0,2040.8,inf,791.9340000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2040.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
349,349,1520273040.552,81.0,2046.1,30.0,3.0,4.0,2046.1,inf,793.9340000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2046.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
350,350,1520273042.5560002,81.0,2051.3,30.0,3.0,4.0,2051.3,inf,795.938000202179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2051.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
351,351,1520273044.538,78.0,2056.6,29.0,3.0,4.0,2056.6,inf,797.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2056.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
352,352,1520273046.538,78.0,2062.0,32.0,3.0,4.0,2062.0,inf,799.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2062.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
353,353,1520273048.538,78.0,2067.4,30.0,3.0,4.0,2067.4,inf,801.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2067.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
354,354,1520273050.5359998,78.0,2072.8,30.0,3.0,4.0,2072.8,inf,803.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2072.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
355,355,1520273052.538,78.0,2078.3,29.0,3.0,4.0,2078.3,inf,805.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2078.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
356,356,1520273054.552,78.0,2083.7,30.0,3.0,4.0,2083.7,inf,807.9340000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2083.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
357,357,1520273056.58,78.0,2089.1,30.0,3.0,4.0,2089.1,inf,809.9619998931885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2089.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
358,358,1520273058.6079998,76.0,2094.3,30.0,3.0,4.0,2094.3,inf,811.9899997711182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2094.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
359,359,1520273060.5419998,76.0,2099.4,28.0,3.0,4.0,2099.4,inf,813.923999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2099.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
360,360,1520273063.532,76.0,2106.1,29.0,3.0,4.0,2106.1,inf,816.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2106.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
361,361,1520273065.534,72.0,2111.3,29.0,3.0,4.0,2111.3,inf,818.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2111.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
362,362,1520273067.54,72.0,2116.6,29.0,3.0,4.0,2116.6,inf,820.9219999313354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2116.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
363,363,1520273069.538,78.0,2122.0,28.0,3.0,4.0,2122.0,inf,822.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2122.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
364,364,1520273071.56,78.0,2127.3,30.0,3.0,4.0,2127.3,inf,824.941999912262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2127.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
365,365,1520273073.5419998,78.0,2132.5,29.0,3.0,4.0,2132.5,inf,826.923999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2132.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
366,366,1520273075.534,78.0,2137.9,29.0,3.0,4.0,2137.9,inf,828.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2137.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
367,367,1520273077.538,78.0,2143.3,31.0,3.0,4.0,2143.3,inf,830.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2143.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
368,368,1520273079.548,78.0,2148.7,30.0,3.0,4.0,2148.7,inf,832.9300000667572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2148.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
369,369,1520273081.5359998,78.0,2154.1,29.0,3.0,4.0,2154.1,inf,834.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2154.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
370,370,1520273083.5359998,78.0,2159.6,30.0,3.0,4.0,2159.6,inf,836.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2159.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
371,371,1520273085.5619998,78.0,2165.0,29.0,3.0,4.0,2165.0,inf,838.9439997673035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2165.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
372,372,1520273087.54,78.0,2171.9,28.0,3.0,4.0,2171.9,inf,840.9219999313354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2171.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
373,373,1520273089.538,78.0,2176.0,28.0,3.0,4.0,2176.0,inf,842.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2176.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
374,374,1520273091.544,78.0,2181.6,30.0,3.0,4.0,2181.6,inf,844.925999879837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,2181.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
