Total elapsed time (s),Total distance (m),Stroke rate (/min),Speed (m/s),Current heart rate (bpm),Workout type,Interval type,Workout state,Rowing state,Stroke state,Total work distance (m),Piece duration (s),Piece distance (m),Drag factor,Current pace (/500m),Average pace (/500m),Rest distance (m),Rest time (s),Interval count,Total average power (W),Total average calories (cal),Split average pace (/500m),Split average power (W),Split average calories (cal/hr),Last split time (s),Last split distance (m),Drive length (m),Drive time (s),Stroke recovery time (s),Stroke distance (m),Peak drive force (lbs),Ave. drive force (lbs),Work per stroke (J),Stroke count,Stroke power (W),Stroke calories (cal/hr),Projected work time (s),Projected work distance (m),Split/interval time (s),Split/interval distance (m),Split/interval rest time (s),Split/interval rest distance (s),Split/interval type,Split/interval number,Split/interval ave. stroke rate (/min),Split/interval ave. pace (/500m,Split/interval total calories (cals),Split/interval average calories (cal/hr),Split/interval speed (m/s),Split/interval power (W),Split/interval ave. drag factor
332.27,1392.7,18,4.108,139,6,0,4,1,4,0.00,600.00,600.00,131,121.7,119.3,0.0,0.00,0,206,92,0.0,0.0,0,0.0,0,1.48,0.79,2.28,13.43,167.2,110.8,6.4,111,197,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
332.66,1394.3,18,4.108,139,6,0,4,1,4,0.00,600.00,600.00,131,121.7,119.3,0.0,0.00,0,206,92,0.0,0.0,0,0.0,0,1.48,0.79,2.28,13.43,167.2,110.8,6.4,111,197,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
333.04,1395.7,18,4.108,139,6,0,4,1,4,0.00,600.00,600.00,131,121.7,119.3,0.0,0.00,0,206,92,0.0,0.0,0,0.0,0,1.48,0.79,2.28,13.43,167.2,110.8,6.4,111,197,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
333.81,1398.4,18,4.108,139,6,0,4,1,2,0.00,600.00,600.00,131,121.7,119.3,0.0,0.00,0,206,92,0.0,0.0,0,0.0,0,1.48,0.79,2.28,13.43,167.2,110.8,6.4,111,197,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
334.19,1400.2,18,4.108,139,6,0,4,1,2,0.00,600.00,600.00,131,121.7,119.3,0.0,0.00,0,206,92,0.0,0.0,0,0.0,0,1.48,0.79,2.25,13.43,167.2,110.8,6.4,111,197,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
334.55,1401.9,19,4.107,139,6,0,4,1,4,0.00,600.00,600.00,132,121.7,119.4,0.0,0.00,0,206,93,0.0,0.0,0,0.0,0,1.51,0.78,2.25,13.27,172.9,114.4,6.3,112,196,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
334.95,1403.8,19,4.107,139,6,0,4,1,4,0.00,600.00,600.00,132,121.7,119.4,0.0,0.00,0,206,93,0.0,0.0,0,0.0,0,1.51,0.78,2.25,13.27,172.9,114.4,6.3,112,196,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
335.78,1407.2,19,4.107,139,6,0,4,1,4,0.00,600.00,600.00,132,121.7,119.4,0.0,0.00,0,206,93,0.0,0.0,0,0.0,0,1.51,0.78,2.25,13.27,172.9,114.4,6.3,112,196,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
336.20,1408.8,19,4.107,139,6,0,4,1,4,0.00,600.00,600.00,132,121.7,119.4,0.0,0.00,0,206,93,0.0,0.0,0,0.0,0,1.51,0.78,2.25,13.27,172.9,114.4,6.3,112,196,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
336.56,1410.1,19,4.107,139,6,0,4,1,4,0.00,600.00,600.00,132,121.7,119.4,0.0,0.00,0,206,93,0.0,0.0,0,0.0,0,1.51,0.78,2.25,13.27,172.9,114.4,6.3,112,196,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
337.35,1413.3,19,4.107,139,6,0,4,1,2,0.00,600.00,600.00,132,121.7,119.4,0.0,0.00,0,206,93,0.0,0.0,0,0.0,0,1.51,0.78,2.19,13.27,172.9,114.4,6.3,112,196,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
337.74,1415.2,19,4.150,139,6,0,4,1,4,0.00,600.00,600.00,131,120.5,119.4,0.0,0.00,0,206,94,0.0,0.0,0,0.0,0,1.51,0.78,2.19,13.27,172.9,114.4,6.3,113,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
338.09,1416.9,19,4.150,139,6,0,4,1,4,0.00,600.00,600.00,131,120.5,119.4,0.0,0.00,0,206,94,0.0,0.0,0,0.0,0,1.54,0.79,2.19,13.28,173.2,114.8,6.4,113,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
338.54,1418.8,19,4.150,139,6,0,4,1,4,0.00,600.00,600.00,131,120.5,119.4,0.0,0.00,0,206,94,0.0,0.0,0,0.0,0,1.54,0.79,2.19,13.28,173.2,114.8,6.4,113,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
339.37,1422.1,19,4.150,139,6,0,4,1,4,0.00,600.00,600.00,131,120.5,119.4,0.0,0.00,0,206,94,0.0,0.0,0,0.0,0,1.54,0.79,2.19,13.28,173.2,114.8,6.4,113,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
339.80,1423.7,19,4.150,139,6,0,4,1,4,0.00,600.00,600.00,131,120.5,119.4,0.0,0.00,0,206,94,0.0,0.0,0,0.0,0,1.54,0.79,2.19,13.28,173.2,114.8,6.4,113,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
340.19,1425.1,19,4.150,139,6,0,4,1,2,0.00,600.00,600.00,131,120.5,119.4,0.0,0.00,0,206,94,0.0,0.0,0,0.0,0,1.54,0.79,2.28,13.28,173.2,114.8,6.4,113,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
340.59,1426.8,19,4.150,139,6,0,4,1,2,0.00,600.00,600.00,131,120.5,119.4,0.0,0.00,0,206,94,0.0,0.0,0,0.0,0,1.54,0.79,2.28,13.28,173.2,114.8,6.4,113,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
341.06,1429.1,18,4.153,139,6,0,4,1,4,0.00,600.00,600.00,132,120.4,119.4,0.0,0.00,0,206,95,0.0,0.0,0,0.0,0,1.48,0.78,2.28,13.57,168.5,109.7,6.6,114,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
341.45,1430.8,18,4.153,139,6,0,4,1,4,0.00,600.00,600.00,132,120.4,119.4,0.0,0.00,0,206,95,0.0,0.0,0,0.0,0,1.48,0.78,2.28,13.57,168.5,109.7,6.6,114,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
341.99,1433.1,18,4.153,139,6,0,4,1,4,0.00,600.00,600.00,132,120.4,119.4,0.0,0.00,0,206,95,0.0,0.0,0,0.0,0,1.48,0.78,2.28,13.57,168.5,109.7,6.6,114,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
342.77,1436.1,18,4.153,139,6,0,4,1,4,0.00,600.00,600.00,132,120.4,119.4,0.0,0.00,0,206,95,0.0,0.0,0,0.0,0,1.48,0.78,2.28,13.57,168.5,109.7,6.6,114,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
343.15,1437.4,18,4.153,139,6,0,4,1,2,0.00,600.00,600.00,132,120.4,119.4,0.0,0.00,0,206,95,0.0,0.0,0,0.0,0,1.48,0.78,2.21,13.57,168.5,109.7,6.6,114,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
343.55,1439.0,18,4.153,139,6,0,4,1,2,0.00,600.00,600.00,132,120.4,119.4,0.0,0.00,0,206,95,0.0,0.0,0,0.0,0,1.48,0.78,2.21,13.57,168.5,109.7,6.6,114,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
344.31,1442.5,19,4.112,139,6,0,4,1,4,0.00,600.00,600.00,131,121.6,119.4,0.0,0.00,0,206,95,0.0,0.0,0,0.0,0,1.48,0.78,2.21,13.13,168.5,109.7,6.3,115,203,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
344.70,1444.3,19,4.112,139,6,0,4,1,4,0.00,600.00,600.00,131,121.6,119.4,0.0,0.00,0,206,96,0.0,0.0,0,0.0,0,1.48,0.78,2.21,13.13,166.7,111.0,6.3,115,197,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
345.06,1445.8,19,4.112,140,6,0,4,1,4,0.00,600.00,600.00,131,121.6,119.4,0.0,0.00,0,206,96,0.0,0.0,0,0.0,0,1.48,0.78,2.21,13.13,166.7,111.0,6.3,115,197,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
345.82,1448.7,19,4.112,140,6,0,4,1,4,0.00,600.00,600.00,131,121.6,119.4,0.0,0.00,0,206,96,0.0,0.0,0,0.0,0,1.48,0.78,2.21,13.13,166.7,111.0,6.3,115,197,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
346.26,1450.3,19,4.112,140,6,0,4,1,4,0.00,600.00,600.00,131,121.6,119.4,0.0,0.00,0,206,96,0.0,0.0,0,0.0,0,1.48,0.78,2.21,13.13,166.7,111.0,6.3,115,197,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
346.69,1452.0,19,4.112,140,6,0,4,1,2,0.00,600.00,600.00,131,121.6,119.4,0.0,0.00,0,206,96,0.0,0.0,0,0.0,0,1.48,0.78,2.14,13.13,166.7,111.0,6.3,115,197,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
347.09,1453.9,19,4.137,140,6,0,4,1,4,0.00,600.00,600.00,131,120.9,119.4,0.0,0.00,0,206,97,0.0,0.0,0,0.0,0,1.48,0.78,2.14,12.89,169.1,110.6,6.2,116,201,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
347.48,1455.7,19,4.137,140,6,0,4,1,4,0.00,600.00,600.00,131,120.9,119.4,0.0,0.00,0,206,97,0.0,0.0,0,0.0,0,1.48,0.78,2.14,12.89,169.1,110.6,6.2,116,201,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
348.23,1459.0,19,4.137,139,6,0,4,1,4,0.00,600.00,600.00,131,120.9,119.4,0.0,0.00,0,206,97,0.0,0.0,0,0.0,0,1.48,0.78,2.14,12.89,169.1,110.6,6.2,116,201,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
348.59,1460.4,19,4.137,139,6,0,4,1,4,0.00,600.00,600.00,131,120.9,119.4,0.0,0.00,0,206,97,0.0,0.0,0,0.0,0,1.48,0.78,2.14,12.89,169.1,110.6,6.2,116,201,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
349.00,1461.9,19,4.137,139,6,0,4,1,4,0.00,600.00,600.00,131,120.9,119.4,0.0,0.00,0,206,97,0.0,0.0,0,0.0,0,1.48,0.78,2.14,12.89,169.1,110.6,6.2,116,201,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
349.48,1463.7,19,4.137,139,6,0,4,1,2,0.00,600.00,600.00,131,120.9,119.4,0.0,0.00,0,206,97,0.0,0.0,0,0.0,0,1.48,0.78,2.09,12.89,169.1,110.6,6.2,116,201,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
349.95,1465.7,19,4.137,139,6,0,4,1,4,0.00,600.00,600.00,131,120.9,119.4,0.0,0.00,0,206,97,0.0,0.0,0,0.0,0,1.48,0.78,2.09,12.66,169.1,110.6,6.2,117,201,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
350.78,1469.6,20,4.164,139,6,0,4,1,4,0.00,600.00,600.00,131,120.1,119.4,0.0,0.00,0,206,98,0.0,0.0,0,0.0,0,1.45,0.76,2.09,12.66,165.1,111.2,6.2,117,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
351.17,1471.3,20,4.164,139,6,0,4,1,4,0.00,600.00,600.00,131,120.1,119.4,0.0,0.00,0,206,98,0.0,0.0,0,0.0,0,1.45,0.76,2.09,12.66,165.1,111.2,6.2,117,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
351.58,1472.9,20,4.164,139,6,0,4,1,4,0.00,600.00,600.00,131,120.1,119.4,0.0,0.00,0,206,98,0.0,0.0,0,0.0,0,1.45,0.76,2.09,12.66,165.1,111.2,6.2,117,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
351.94,1474.3,20,4.164,140,6,0,4,1,4,0.00,600.00,600.00,131,120.1,119.4,0.0,0.00,0,206,98,0.0,0.0,0,0.0,0,1.45,0.76,2.09,12.66,165.1,111.2,6.2,117,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
352.76,1477.3,20,4.164,140,6,0,4,1,2,0.00,600.00,600.00,131,120.1,119.4,0.0,0.00,0,206,98,0.0,0.0,0,0.0,0,1.45,0.76,2.13,12.66,165.1,111.2,6.2,117,205,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
353.12,1479.0,20,4.164,140,6,0,4,1,3,0.00,600.00,600.00,131,120.1,119.4,0.0,0.00,0,206,98,0.0,0.0,0,0.0,0,1.45,0.76,2.13,12.88,165.1,111.2,6.2,117,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
353.49,1480.7,19,4.144,140,6,0,4,1,4,0.00,600.00,600.00,131,120.6,119.4,0.0,0.00,0,206,98,0.0,0.0,0,0.0,0,1.48,0.78,2.13,12.88,159.1,108.1,6.2,118,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
353.98,1482.9,19,4.144,140,6,0,4,1,4,0.00,600.00,600.00,131,120.6,119.4,0.0,0.00,0,206,98,0.0,0.0,0,0.0,0,1.48,0.78,2.13,12.88,159.1,108.1,6.2,118,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
354.83,1486.4,19,4.144,140,6,0,4,1,4,0.00,600.00,600.00,131,120.6,119.4,0.0,0.00,0,206,98,0.0,0.0,0,0.0,0,1.48,0.78,2.13,12.88,159.1,108.1,6.2,118,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
355.22,1487.8,19,4.144,140,6,0,4,1,4,0.00,600.00,600.00,131,120.6,119.4,0.0,0.00,0,206,98,0.0,0.0,0,0.0,0,1.48,0.78,2.13,12.88,159.1,108.1,6.2,118,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
355.58,1489.1,19,4.144,140,6,0,4,1,2,0.00,600.00,600.00,131,120.6,119.4,0.0,0.00,0,206,98,0.0,0.0,0,0.0,0,1.48,0.78,2.21,12.88,159.1,108.1,6.2,118,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
355.94,1490.4,19,4.144,140,6,0,4,1,2,0.00,600.00,600.00,131,120.6,119.4,0.0,0.00,0,206,98,0.0,0.0,0,0.0,0,1.48,0.78,2.21,12.88,159.1,108.1,6.2,118,202,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
