Total elapsed time (s),Total distance (m),Stroke rate (/min),Speed (m/s),Current heart rate (bpm),Workout type,Interval type,Workout state,Rowing state,Stroke state,Total work distance (m),Piece duration (s),Piece distance (m),Drag factor,Current pace (/500m),Average pace (/500m),Rest distance (m),Rest time (s),Interval count,Total average power (W),Total average calories (cal),Split average pace (/500m),Split average power (W),Split average calories (cal/hr),Last split time (s),Last split distance (m),Drive length (m),Drive time (s),Stroke recovery time (s),Stroke distance (m),Peak drive force (lbs),Ave. drive force (lbs),Work per stroke (J),Stroke count,Stroke power (W),Stroke calories (cal/hr),Projected work time (s),Projected work distance (m),Split/interval time (s),Split/interval distance (m),Split/interval rest time (s),Split/interval rest distance (s),Split/interval type,Split/interval number,Split/interval ave. stroke rate (/min),Split/interval ave. pace (/500m,Split/interval total calories (cals),Split/interval average calories (cal/hr),Split/interval speed (m/s),Split/interval power (W),Split/interval ave. drag factor
332.44,1392.8,19,4.081,145,6,0,4,1,4,0.00,600.00,600.00,131,122.5,120.4,0.0,0.00,1,206,92,0.0,0.0,0,0.0,0,1.48,0.79,2.15,12.83,165.2,108.6,6.0,303,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
332.86,1394.6,19,4.081,145,6,0,4,1,4,0.00,600.00,600.00,131,122.5,120.4,0.0,0.00,1,206,92,0.0,0.0,0,0.0,0,1.48,0.79,2.15,12.83,165.2,108.6,6.0,303,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
333.62,1397.6,19,4.081,145,6,0,4,1,4,0.00,600.00,600.00,131,122.5,120.4,0.0,0.00,1,206,92,0.0,0.0,0,0.0,0,1.48,0.79,2.15,12.83,165.2,108.6,6.0,303,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
333.99,1399.0,19,4.081,145,6,0,4,1,4,0.00,600.00,600.00,131,122.5,120.4,0.0,0.00,1,206,92,0.0,0.0,0,0.0,0,1.48,0.79,2.15,12.83,165.2,108.6,6.0,303,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
334.38,1400.4,19,4.081,145,6,0,4,1,2,0.00,600.00,600.00,131,122.5,120.4,0.0,0.00,1,206,92,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.83,165.2,108.6,6.0,303,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
335.14,1403.6,19,4.081,144,6,0,4,1,3,0.00,600.00,600.00,131,122.5,120.4,0.0,0.00,1,206,93,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.83,165.2,108.6,6.0,303,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
335.52,1405.5,19,4.102,144,6,0,4,1,4,0.00,600.00,600.00,132,121.9,120.4,0.0,0.00,1,206,93,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.96,167.1,109.3,6.2,304,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
336.01,1407.6,19,4.102,144,6,0,4,1,4,0.00,600.00,600.00,132,121.9,120.4,0.0,0.00,1,206,93,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.96,167.1,109.3,6.2,304,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
336.40,1409.2,19,4.102,144,6,0,4,1,4,0.00,600.00,600.00,132,121.9,120.4,0.0,0.00,1,206,93,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.96,167.1,109.3,6.2,304,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
337.16,1412.1,19,4.102,144,6,0,4,1,4,0.00,600.00,600.00,132,121.9,120.4,0.0,0.00,1,206,93,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.96,167.1,109.3,6.2,304,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
337.55,1413.4,19,4.102,144,6,0,4,1,2,0.00,600.00,600.00,132,121.9,120.4,0.0,0.00,1,206,93,0.0,0.0,0,0.0,0,1.48,0.79,2.19,12.96,167.1,109.3,6.2,304,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
337.95,1415.0,19,4.102,144,6,0,4,1,2,0.00,600.00,600.00,132,121.9,120.4,0.0,0.00,1,206,93,0.0,0.0,0,0.0,0,1.48,0.79,2.19,12.96,167.1,109.3,6.2,304,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
338.71,1418.6,19,4.110,144,6,0,4,1,4,0.00,600.00,600.00,132,121.7,120.4,0.0,0.00,1,206,94,0.0,0.0,0,0.0,0,1.48,0.79,2.19,13.06,164.4,108.1,6.2,305,197,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
339.12,1420.4,19,4.110,144,6,0,4,1,4,0.00,600.00,600.00,132,121.7,120.4,0.0,0.00,1,206,94,0.0,0.0,0,0.0,0,1.48,0.79,2.19,13.06,164.4,108.1,6.2,305,197,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
339.51,1422.0,19,4.110,144,6,0,4,1,4,0.00,600.00,600.00,132,121.7,120.4,0.0,0.00,1,206,94,0.0,0.0,0,0.0,0,1.48,0.79,2.19,13.06,164.4,108.1,6.2,305,197,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
339.92,1423.6,19,4.110,144,6,0,4,1,4,0.00,600.00,600.00,132,121.7,120.4,0.0,0.00,1,206,94,0.0,0.0,0,0.0,0,1.48,0.79,2.19,13.06,164.4,108.1,6.2,305,197,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
340.70,1426.4,19,4.110,144,6,0,4,1,4,0.00,600.00,600.00,132,121.7,120.4,0.0,0.00,1,206,94,0.0,0.0,0,0.0,0,1.48,0.79,2.19,13.06,164.4,108.1,6.2,305,197,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
341.10,1428.0,19,4.110,144,6,0,4,1,2,0.00,600.00,600.00,132,121.7,120.4,0.0,0.00,1,206,94,0.0,0.0,0,0.0,0,1.48,0.79,2.16,13.06,164.4,108.1,6.2,305,197,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
341.53,1430.1,19,4.102,144,6,0,4,1,4,0.00,600.00,600.00,132,121.9,120.4,0.0,0.00,1,206,95,0.0,0.0,0,0.0,0,1.48,0.79,2.16,13.06,164.4,108.1,6.2,306,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
341.91,1431.8,19,4.102,144,6,0,4,1,4,0.00,600.00,600.00,132,121.9,120.4,0.0,0.00,1,206,95,0.0,0.0,0,0.0,0,1.48,0.79,2.16,12.91,164.5,105.7,6.1,306,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
342.63,1434.9,19,4.102,144,6,0,4,1,4,0.00,600.00,600.00,132,121.9,120.4,0.0,0.00,1,206,95,0.0,0.0,0,0.0,0,1.48,0.79,2.16,12.91,164.5,105.7,6.1,306,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
343.03,1436.4,19,4.102,144,6,0,4,1,4,0.00,600.00,600.00,132,121.9,120.4,0.0,0.00,1,206,95,0.0,0.0,0,0.0,0,1.48,0.79,2.16,12.91,164.5,105.7,6.1,306,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
343.38,1437.7,19,4.102,144,6,0,4,1,4,0.00,600.00,600.00,132,121.9,120.4,0.0,0.00,1,206,95,0.0,0.0,0,0.0,0,1.48,0.79,2.16,12.91,164.5,105.7,6.1,306,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
343.83,1439.3,19,4.102,144,6,0,4,1,2,0.00,600.00,600.00,132,121.9,120.4,0.0,0.00,1,206,95,0.0,0.0,0,0.0,0,1.48,0.79,2.15,12.91,164.5,105.7,6.1,306,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
344.64,1442.8,19,4.096,144,6,0,4,1,4,0.00,600.00,600.00,132,122.1,120.4,0.0,0.00,1,205,96,0.0,0.0,0,0.0,0,1.48,0.79,2.15,12.91,164.5,105.7,6.1,307,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
345.06,1444.8,19,4.096,144,6,0,4,1,4,0.00,600.00,600.00,132,122.1,120.4,0.0,0.00,1,205,96,0.0,0.0,0,0.0,0,1.48,0.78,2.15,12.83,177.6,112.3,6.1,307,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
345.42,1446.4,19,4.096,144,6,0,4,1,4,0.00,600.00,600.00,132,122.1,120.4,0.0,0.00,1,205,96,0.0,0.0,0,0.0,0,1.48,0.78,2.15,12.83,177.6,112.3,6.1,307,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
345.81,1448.0,19,4.096,144,6,0,4,1,4,0.00,600.00,600.00,132,122.1,120.4,0.0,0.00,1,205,96,0.0,0.0,0,0.0,0,1.48,0.78,2.15,12.83,177.6,112.3,6.1,307,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
346.59,1451.0,19,4.096,144,6,0,4,1,4,0.00,600.00,600.00,132,122.1,120.4,0.0,0.00,1,205,96,0.0,0.0,0,0.0,0,1.48,0.78,2.15,12.83,177.6,112.3,6.1,307,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
346.97,1452.3,19,4.096,144,6,0,4,1,2,0.00,600.00,600.00,132,122.1,120.4,0.0,0.00,1,205,96,0.0,0.0,0,0.0,0,1.48,0.78,2.09,12.83,177.6,112.3,6.1,307,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
347.35,1453.9,19,4.096,144,6,0,4,1,3,0.00,600.00,600.00,132,122.1,120.4,0.0,0.00,1,205,96,0.0,0.0,0,0.0,0,1.48,0.78,2.09,12.83,177.6,112.3,6.1,307,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
348.18,1457.9,20,4.155,144,6,0,4,1,4,0.00,600.00,600.00,131,120.3,120.4,0.0,0.00,1,205,97,0.0,0.0,0,0.0,0,1.45,0.76,2.09,12.67,167.7,109.9,6.2,308,203,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
348.61,1459.7,20,4.155,144,6,0,4,1,4,0.00,600.00,600.00,131,120.3,120.4,0.0,0.00,1,205,97,0.0,0.0,0,0.0,0,1.45,0.76,2.09,12.67,167.7,109.9,6.2,308,203,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
348.99,1461.2,20,4.155,144,6,0,4,1,4,0.00,600.00,600.00,131,120.3,120.4,0.0,0.00,1,205,97,0.0,0.0,0,0.0,0,1.45,0.76,2.09,12.67,167.7,109.9,6.2,308,203,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
349.34,1462.6,20,4.155,144,6,0,4,1,4,0.00,600.00,600.00,131,120.3,120.4,0.0,0.00,1,205,97,0.0,0.0,0,0.0,0,1.45,0.76,2.09,12.67,167.7,109.9,6.2,308,203,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
350.10,1465.3,20,4.155,144,6,0,4,1,2,0.00,600.00,600.00,131,120.3,120.4,0.0,0.00,1,205,97,0.0,0.0,0,0.0,0,1.45,0.76,2.09,12.67,167.7,109.9,6.2,308,203,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
350.50,1467.0,20,4.155,144,6,0,4,1,2,0.00,600.00,600.00,131,120.3,120.4,0.0,0.00,1,205,97,0.0,0.0,0,0.0,0,1.45,0.76,2.16,12.67,167.7,109.9,6.2,308,203,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
350.89,1468.9,19,4.125,144,6,0,4,1,4,0.00,600.00,600.00,131,121.2,120.4,0.0,0.00,1,205,98,0.0,0.0,0,0.0,0,1.54,0.82,2.16,13.11,162.8,104.5,6.3,309,199,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
351.64,1472.2,19,4.125,144,6,0,4,1,4,0.00,600.00,600.00,131,121.2,120.4,0.0,0.00,1,205,98,0.0,0.0,0,0.0,0,1.54,0.82,2.16,13.11,162.8,104.5,6.3,309,199,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
352.03,1473.8,19,4.125,144,6,0,4,1,4,0.00,600.00,600.00,131,121.2,120.4,0.0,0.00,1,205,98,0.0,0.0,0,0.0,0,1.54,0.82,2.16,13.11,162.8,104.5,6.3,309,199,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
352.40,1475.2,19,4.125,144,6,0,4,1,4,0.00,600.00,600.00,131,121.2,120.4,0.0,0.00,1,205,98,0.0,0.0,0,0.0,0,1.54,0.82,2.16,13.11,162.8,104.5,6.3,309,199,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
353.16,1477.9,19,4.125,144,6,0,4,1,2,0.00,600.00,600.00,131,121.2,120.4,0.0,0.00,1,205,98,0.0,0.0,0,0.0,0,1.54,0.82,2.16,13.11,162.8,104.5,6.3,309,199,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
353.56,1479.6,19,4.125,144,6,0,4,1,2,0.00,600.00,600.00,131,121.2,120.4,0.0,0.00,1,205,98,0.0,0.0,0,0.0,0,1.54,0.82,2.11,13.11,162.8,104.5,6.3,309,199,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
353.95,1481.4,19,4.107,144,6,0,4,1,4,0.00,600.00,600.00,132,121.7,120.4,0.0,0.00,1,205,98,0.0,0.0,0,0.0,0,1.48,0.79,2.11,12.73,163.0,104.9,6.1,310,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
354.33,1483.2,19,4.107,144,6,0,4,1,4,0.00,600.00,600.00,132,121.7,120.4,0.0,0.00,1,205,98,0.0,0.0,0,0.0,0,1.48,0.79,2.11,12.73,163.0,104.9,6.1,310,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
355.15,1486.6,19,4.107,144,6,0,4,1,4,0.00,600.00,600.00,132,121.7,120.4,0.0,0.00,1,205,98,0.0,0.0,0,0.0,0,1.48,0.79,2.11,12.73,163.0,104.9,6.1,310,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
355.56,1488.2,19,4.107,144,6,0,4,1,4,0.00,600.00,600.00,132,121.7,120.4,0.0,0.00,1,205,98,0.0,0.0,0,0.0,0,1.48,0.79,2.11,12.73,163.0,104.9,6.1,310,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
355.94,1489.6,19,4.107,144,6,0,4,1,4,0.00,600.00,600.00,132,121.7,120.4,0.0,0.00,1,205,98,0.0,0.0,0,0.0,0,1.48,0.79,2.11,12.73,163.0,104.9,6.1,310,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
356.70,1492.4,19,4.107,144,6,0,4,1,2,0.00,600.00,600.00,132,121.7,120.4,0.0,0.00,1,205,98,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.73,163.0,104.9,6.1,310,196,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
357.10,1494.3,19,4.075,144,6,0,4,1,4,0.00,600.00,600.00,131,122.7,120.4,0.0,0.00,1,205,99,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.90,170.0,106.0,6.0,311,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
357.41,1495.8,19,4.075,144,6,0,4,1,4,0.00,600.00,600.00,131,122.7,120.4,0.0,0.00,1,205,99,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.90,170.0,106.0,6.0,311,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
357.83,1497.6,19,4.075,143,6,0,4,1,4,0.00,600.00,600.00,131,122.7,120.4,0.0,0.00,1,205,99,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.90,170.0,106.0,6.0,311,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
358.60,1500.6,19,4.075,143,6,0,4,1,4,0.00,600.00,600.00,131,122.7,120.4,0.0,0.00,1,205,99,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.90,170.0,106.0,6.0,311,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
358.97,1502.0,19,4.075,143,6,0,4,1,4,0.00,600.00,600.00,131,122.7,120.4,0.0,0.00,1,205,99,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.90,170.0,106.0,6.0,311,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
359.42,1503.6,19,4.075,143,6,0,4,1,2,0.00,600.00,600.00,131,122.7,120.4,0.0,0.00,1,205,99,0.0,0.0,0,0.0,0,1.48,0.79,2.11,12.90,170.0,106.0,6.0,311,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
359.82,1505.3,19,4.075,143,6,0,4,1,3,0.00,600.00,600.00,131,122.7,120.4,0.0,0.00,1,205,99,0.0,0.0,0,0.0,0,1.48,0.79,2.11,12.90,170.0,106.0,6.0,311,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
360.63,1509.1,19,4.096,143,6,0,4,1,4,0.00,600.00,600.00,131,122.1,120.4,0.0,0.00,1,205,100,0.0,0.0,0,0.0,0,1.48,0.78,2.11,12.66,169.8,106.3,6.0,312,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
361.02,1510.7,19,4.096,143,6,0,4,1,4,0.00,600.00,600.00,131,122.1,120.4,0.0,0.00,1,205,100,0.0,0.0,0,0.0,0,1.48,0.78,2.11,12.66,169.8,106.3,6.0,312,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
361.38,1512.2,19,4.096,143,6,0,4,1,4,0.00,600.00,600.00,131,122.1,120.4,0.0,0.00,1,205,100,0.0,0.0,0,0.0,0,1.48,0.78,2.11,12.66,169.8,106.3,6.0,312,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
362.15,1515.0,19,4.096,143,6,0,4,1,4,0.00,600.00,600.00,131,122.1,120.4,0.0,0.00,1,205,100,0.0,0.0,0,0.0,0,1.48,0.78,2.11,12.66,169.8,106.3,6.0,312,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
362.56,1516.5,19,4.096,143,6,0,4,1,2,0.00,600.00,600.00,131,122.1,120.4,0.0,0.00,1,205,100,0.0,0.0,0,0.0,0,1.48,0.78,2.11,12.66,169.8,106.3,6.0,312,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
362.94,1518.2,19,4.096,143,6,0,4,1,3,0.00,600.00,600.00,131,122.1,120.4,0.0,0.00,1,205,100,0.0,0.0,0,0.0,0,1.48,0.78,2.10,12.66,169.8,106.3,6.0,312,195,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
363.69,1521.6,20,4.093,143,6,0,4,1,4,0.00,600.00,600.00,131,122.1,120.4,0.0,0.00,1,205,101,0.0,0.0,0,0.0,0,1.45,0.77,2.10,12.58,162.4,106.2,5.9,313,194,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
364.08,1523.3,20,4.093,144,6,0,4,1,4,0.00,600.00,600.00,131,122.1,120.4,0.0,0.00,1,205,101,0.0,0.0,0,0.0,0,1.45,0.77,2.10,12.58,162.4,106.2,5.9,313,194,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
364.50,1525.0,20,4.093,144,6,0,4,1,4,0.00,600.00,600.00,131,122.1,120.4,0.0,0.00,1,205,101,0.0,0.0,0,0.0,0,1.45,0.77,2.10,12.58,162.4,106.2,5.9,313,194,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
364.92,1526.6,20,4.093,144,6,0,4,1,4,0.00,600.00,600.00,131,122.1,120.4,0.0,0.00,1,205,101,0.0,0.0,0,0.0,0,1.45,0.77,2.10,12.58,162.4,106.2,5.9,313,194,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
365.69,1529.3,20,4.093,144,6,0,4,1,2,0.00,600.00,600.00,131,122.1,120.4,0.0,0.00,1,205,101,0.0,0.0,0,0.0,0,1.45,0.77,2.10,12.58,162.4,106.2,5.9,313,194,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
366.13,1531.2,20,4.093,144,6,0,4,1,2,0.00,600.00,600.00,131,122.1,120.4,0.0,0.00,1,205,101,0.0,0.0,0,0.0,0,1.45,0.77,2.19,12.58,162.4,106.2,5.9,313,194,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
366.61,1533.5,19,4.073,144,6,0,4,1,4,0.00,600.00,600.00,131,122.8,120.4,0.0,0.00,1,205,102,0.0,0.0,0,0.0,0,1.45,0.77,2.19,12.58,162.4,106.2,5.9,314,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
366.98,1535.1,19,4.073,144,6,0,4,1,4,0.00,600.00,600.00,131,122.8,120.4,0.0,0.00,1,205,102,0.0,0.0,0,0.0,0,1.45,0.77,2.19,12.88,164.8,108.0,6.0,314,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
367.38,1536.8,19,4.073,144,6,0,4,1,4,0.00,600.00,600.00,131,122.8,120.4,0.0,0.00,1,205,102,0.0,0.0,0,0.0,0,1.45,0.77,2.19,12.88,164.8,108.0,6.0,314,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
368.13,1539.7,19,4.073,144,6,0,4,1,4,0.00,600.00,600.00,131,122.8,120.4,0.0,0.00,1,205,102,0.0,0.0,0,0.0,0,1.45,0.77,2.19,12.88,164.8,108.0,6.0,314,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
368.52,1541.1,19,4.073,144,6,0,4,1,4,0.00,600.00,600.00,131,122.8,120.4,0.0,0.00,1,205,102,0.0,0.0,0,0.0,0,1.45,0.77,2.19,12.88,164.8,108.0,6.0,314,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
368.92,1542.5,19,4.073,144,6,0,4,1,2,0.00,600.00,600.00,131,122.8,120.4,0.0,0.00,1,205,102,0.0,0.0,0,0.0,0,1.45,0.77,2.17,12.88,164.8,108.0,6.0,314,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
369.69,1546.1,19,4.078,144,6,0,4,1,4,0.00,600.00,600.00,131,122.6,120.4,0.0,0.00,1,205,102,0.0,0.0,0,0.0,0,1.45,0.77,2.17,12.88,164.8,108.0,6.0,315,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
370.08,1547.8,19,4.078,144,6,0,4,1,4,0.00,600.00,600.00,131,122.6,120.4,0.0,0.00,1,205,103,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.89,155.4,106.8,6.0,315,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
370.50,1549.5,19,4.078,144,6,0,4,1,4,0.00,600.00,600.00,131,122.6,120.4,0.0,0.00,1,205,103,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.89,155.4,106.8,6.0,315,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
370.92,1551.2,19,4.078,144,6,0,4,1,4,0.00,600.00,600.00,131,122.6,120.4,0.0,0.00,1,205,103,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.89,155.4,106.8,6.0,315,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
371.69,1554.0,19,4.078,144,6,0,4,1,4,0.00,600.00,600.00,131,122.6,120.4,0.0,0.00,1,205,103,0.0,0.0,0,0.0,0,1.48,0.79,2.17,12.89,155.4,106.8,6.0,315,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
372.12,1555.6,19,4.078,144,6,0,4,1,2,0.00,600.00,600.00,131,122.6,120.4,0.0,0.00,1,205,103,0.0,0.0,0,0.0,0,1.48,0.79,2.15,12.89,155.4,106.8,6.0,315,192,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
372.51,1557.4,19,4.078,144,6,0,4,1,3,0.00,600.00,600.00,131,122.6,120.4,0.0,0.00,1,205,103,0.0,0.0,0,0.0,0,1.48,0.79,2.15,12.81,155.4,106.8,6.0,315,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
372.91,1559.3,19,4.083,144,6,0,4,1,4,0.00,600.00,600.00,131,122.5,120.4,0.0,0.00,1,205,103,0.0,0.0,0,0.0,0,1.48,0.79,2.15,12.81,166.6,108.7,6.0,316,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
373.38,1561.4,19,4.083,144,6,0,4,1,4,0.00,600.00,600.00,131,122.5,120.4,0.0,0.00,1,205,103,0.0,0.0,0,0.0,0,1.48,0.79,2.15,12.81,166.6,108.7,6.0,316,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
374.13,1564.4,19,4.083,144,6,0,4,1,4,0.00,600.00,600.00,131,122.5,120.4,0.0,0.00,1,205,103,0.0,0.0,0,0.0,0,1.48,0.79,2.15,12.81,166.6,108.7,6.0,316,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
374.58,1566.1,19,4.083,144,6,0,4,1,4,0.00,600.00,600.00,131,122.5,120.4,0.0,0.00,1,205,103,0.0,0.0,0,0.0,0,1.48,0.79,2.15,12.81,166.6,108.7,6.0,316,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
375.00,1567.5,19,4.083,144,6,0,4,1,2,0.00,600.00,600.00,131,122.5,120.4,0.0,0.00,1,205,103,0.0,0.0,0,0.0,0,1.48,0.79,2.18,12.81,166.6,108.7,6.0,316,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
375.43,1569.3,19,4.083,144,6,0,4,1,2,0.00,600.00,600.00,131,122.5,120.4,0.0,0.00,1,205,103,0.0,0.0,0,0.0,0,1.48,0.79,2.18,12.81,166.6,108.7,6.0,316,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
376.19,1572.8,19,4.087,144,6,0,4,1,4,0.00,600.00,600.00,131,122.3,120.4,0.0,0.00,1,205,104,0.0,0.0,0,0.0,0,1.45,0.77,2.18,12.88,155.3,104.3,6.1,317,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
376.58,1574.5,19,4.087,144,6,0,4,1,4,0.00,600.00,600.00,131,122.3,120.4,0.0,0.00,1,205,104,0.0,0.0,0,0.0,0,1.45,0.77,2.18,12.88,155.3,104.3,6.1,317,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
376.98,1576.1,19,4.087,144,6,0,4,1,4,0.00,600.00,600.00,131,122.3,120.4,0.0,0.00,1,205,104,0.0,0.0,0,0.0,0,1.45,0.77,2.18,12.88,155.3,104.3,6.1,317,193,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
