index, Cadence (stokes/min), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), Power (watts), Stroke500mPace (sec/500m), lapIdx,TimeStamp (sec)
0,0.0,0.0,74.0,3.004815,106.5967,148.63055,0.0,1452626590.88
1,26.0,3.1779999733,79.0,11.63624,147.764,133.3009,0.0,1452626594.06
2,23.0,5.79500007629,88.0,22.05329,174.9999,125.9921,0.0,1452626596.67
3,23.0,8.39299988747,93.0,32.47461,181.9231,124.3732,0.0,1452626599.27
4,22.0,11.1789999008,98.0,43.68993,182.709,124.1946,0.0,1452626602.06
5,22.0,13.8949999809,102.0,54.61842,182.3846,124.2682,0.0,1452626604.77
6,22.0,16.6830000877,104.0,65.83815,181.6029,124.44625,0.0,1452626607.56
7,22.0,19.382999897,106.0,76.68702,183.4446,124.0284,0.0,1452626610.26
8,22.0,22.1849999428,109.0,87.89669,178.0964,125.25765,0.0,1452626613.06
9,22.0,24.993999958,110.0,99.17302,179.8409,124.85135,0.0,1452626615.87
10,22.0,27.6800000668,111.0,110.0089,184.9242,123.6967,0.0,1452626618.56
11,22.0,30.3899998665,112.0,121.0581,189.7273,122.64395,0.0,1452626621.27
12,22.0,33.0880000591,114.0,132.1158,193.007,121.9453,0.0,1452626623.97
13,22.0,35.8870000839,117.0,143.6026,192.9316,121.96115,0.0,1452626626.77
14,21.0,38.6779999733,119.0,155.0154,191.137,122.3417,0.0,1452626629.56
15,22.0,41.3849999905,121.0,166.2154,198.0986,120.89145,0.0,1452626632.26
16,22.0,44.0869998932,123.0,177.271,193.6245,121.8155,0.0,1452626634.96
17,22.0,46.8910000324,125.0,188.7575,190.9932,122.37235,0.0,1452626637.77
18,22.0,49.5739998817,126.0,199.6702,190.3377,122.5127,0.0,1452626640.45
19,21.0,52.4819998741,127.0,211.3802,180.7103,124.6508,0.0,1452626643.36
20,22.0,55.1819999218,127.0,222.2921,185.049,123.6689,0.0,1452626646.06
21,22.0,57.7890000343,127.0,232.6964,180.1879,124.77115,0.0,1452626648.67
22,22.0,60.5880000591,126.0,243.8993,179.1042,125.0223,0.0,1452626651.47
23,22.0,63.3910000324,125.0,255.0966,176.502,125.6337,0.0,1452626654.27
24,22.0,66.0850000381,124.0,265.867,180.2659,124.75315,0.0,1452626656.96
25,22.0,68.7760000229,124.0,276.8628,190.7334,122.4279,0.0,1452626659.65
26,22.0,71.4849998951,125.0,287.7656,183.3423,124.05145,0.0,1452626662.36
27,22.0,74.2779998779,126.0,298.9688,179.284,124.9805,0.0,1452626665.16
28,22.0,76.986000061,127.0,309.8017,179.3183,124.9725,0.0,1452626667.86
29,22.0,79.6840000153,128.0,320.7124,185.3497,123.60195,0.0,1452626670.56
30,23.0,82.2890000343,129.0,331.1865,183.3134,124.05795,0.0,1452626673.17
31,22.0,85.0869998932,129.0,342.4596,182.5423,124.2324,0.0,1452626675.96
32,22.0,87.879999876,130.0,353.8104,187.6539,123.094,0.0,1452626678.76
33,22.0,90.6940000057,131.0,365.2207,185.5439,123.5588,0.0,1452626681.57
34,22.0,93.3840000629,132.0,376.0442,183.4736,124.02185,0.0,1452626684.26
35,22.0,96.0859999657,134.0,386.9526,185.6031,123.5457,0.0,1452626686.96
36,22.0,98.888999939,135.0,398.2948,184.801,123.72415,0.0,1452626689.77
37,22.0,101.585999966,136.0,409.1989,185.8018,123.50165,0.0,1452626692.46
38,22.0,104.388000011,136.0,420.6914,192.7335,122.00295,0.0,1452626695.27
39,22.0,107.181999922,137.0,432.107,189.9726,122.5911,0.0,1452626698.06
40,22.0,109.881000042,138.0,443.0135,185.872,123.4861,0.0,1452626700.76
41,22.0,112.68599987,139.0,454.5017,190.6083,122.4547,0.0,1452626703.56
42,22.0,115.381000042,140.0,465.4927,191.8237,122.1955,0.0,1452626706.26
43,22.0,118.086999893,141.0,476.5522,191.4933,122.26575,0.0,1452626708.96
44,23.0,120.776000023,141.0,487.6109,192.5311,122.04565,0.0,1452626711.65
45,22.0,123.484999895,141.0,498.7448,194.3224,121.6695,0.0,1452626714.36
46,22.0,126.181999922,140.0,509.7309,191.5343,122.25705,0.0,1452626717.06
47,22.0,128.986000061,139.0,521.2975,194.7812,121.5739,0.0,1452626719.86
48,22.0,131.684000015,139.0,532.4301,196.804,121.15595,0.0,1452626722.56
49,22.0,134.375999928,139.0,543.4129,191.9425,122.1703,0.0,1452626725.25
50,22.0,137.180999994,139.0,554.9024,190.9698,122.3774,0.0,1452626728.06
51,22.0,139.881999969,140.0,566.038,197.0913,121.09705,0.0,1452626730.76
52,22.0,142.684000015,141.0,577.671,198.3843,120.83335,0.0,1452626733.56
53,22.0,145.372999907,141.0,588.869,203.9833,119.71755,0.0,1452626736.25
54,22.0,148.082000017,142.0,600.0019,193.9017,121.75745,0.0,1452626738.96
55,22.0,150.881000042,142.0,611.4893,192.9837,121.9502,0.0,1452626741.76
56,21.0,153.680000067,143.0,622.9738,193.6886,121.8021,0.0,1452626744.56
57,22.0,156.379999876,143.0,634.2414,203.0951,119.8918,0.0,1452626747.26
58,21.0,159.177000046,143.0,645.733,195.6751,121.3885,0.0,1452626750.06
59,21.0,161.984999895,143.0,657.2205,192.1166,122.13335,0.0,1452626752.86
60,21.0,164.779000044,143.0,668.6995,194.2707,121.6803,0.0,1452626755.66
61,22.0,167.477999926,144.0,679.8174,194.7462,121.5812,0.0,1452626758.36
62,21.0,170.280999899,144.0,691.3062,192.8896,121.97,0.0,1452626761.16
63,22.0,173.076999903,143.0,702.7245,189.7475,122.6396,0.0,1452626763.95
64,21.0,175.885999918,142.0,714.1381,188.3609,122.9398,0.0,1452626766.76
65,22.0,178.582000017,141.0,725.1124,188.1728,122.98075,0.0,1452626769.46
66,23.0,181.180000067,140.0,735.868,200.4374,120.4194,0.0,1452626772.06
67,21.0,183.971999884,140.0,747.4282,198.7514,120.75895,0.0,1452626774.85
68,22.0,186.773000002,140.0,758.9891,196.4671,121.22515,0.0,1452626777.65
69,22.0,189.573999882,141.0,770.558,196.9008,121.1361,0.0,1452626780.45
70,21.0,192.388000011,142.0,782.2026,198.7477,120.7597,0.0,1452626783.27
71,21.0,195.181999922,143.0,793.7713,198.8849,120.7319,0.0,1452626786.06
72,21.0,198.072000027,144.0,805.7769,199.2179,120.6646,0.0,1452626788.95
73,21.0,200.878000021,145.0,817.4165,200.3606,120.4348,0.0,1452626791.76
74,22.0,203.674000025,145.0,829.0519,200.9322,120.32045,0.0,1452626794.55
75,21.0,206.480999947,146.0,840.6141,197.0284,121.10995,0.0,1452626797.36
76,21.0,209.372999907,146.0,852.5436,195.1368,121.5,0.0,1452626800.25
77,21.0,212.180000067,146.0,864.1144,197.9478,120.92215,0.0,1452626803.06
78,21.0,214.979000092,147.0,875.7571,202.0555,120.0971,0.0,1452626805.86
79,21.0,217.881999969,147.0,887.7566,195.9777,121.326,0.0,1452626808.76
80,21.0,220.683000088,147.0,899.1746,190.9814,122.3749,0.0,1452626811.56
81,21.0,223.480000019,147.0,910.6675,194.8858,121.55215,0.0,1452626814.36
82,22.0,226.269999981,148.0,922.3093,202.5174,120.0057,0.0,1452626817.15
83,21.0,229.076999903,147.0,933.8798,196.571,121.2038,0.0,1452626819.95
84,21.0,231.875999928,147.0,945.436,196.891,121.1381,0.0,1452626822.75
85,21.0,234.769000053,147.0,957.4484,198.7858,120.75195,0.0,1452626825.65
86,22.0,237.483999968,147.0,968.666,198.9352,120.72175,0.0,1452626828.36
87,22.0,240.282000065,146.0,980.2325,196.0849,121.30385,0.0,1452626831.16
88,21.0,243.085999966,144.0,991.7288,193.9301,121.7515,0.0,1452626833.96
89,22.0,245.884000063,144.0,1003.226,193.2427,121.8957,0.0,1452626836.76
90,21.0,248.667999983,145.0,1014.653,194.3947,121.6544,0.0,1452626839.55
91,22.0,251.377000093,145.0,1025.711,190.1763,122.54735,0.0,1452626842.26
92,22.0,254.072999954,145.0,1036.703,192.1634,122.12345,0.0,1452626844.95
93,22.0,256.871999979,144.0,1048.346,199.5926,120.58905,0.0,1452626847.75
94,21.0,259.680000067,144.0,1059.909,195.7225,121.3787,0.0,1452626850.56
95,21.0,262.470999956,144.0,1071.252,189.3463,122.72615,0.0,1452626853.35
96,21.0,265.374000072,144.0,1083.028,185.2303,123.62855,0.0,1452626856.25
97,22.0,268.085000038,144.0,1094.083,190.7133,122.4322,0.0,1452626858.96
98,22.0,270.866999865,144.0,1105.427,189.6886,122.65225,0.0,1452626861.74
99,22.0,273.575999975,144.0,1116.554,194.1619,121.703,0.0,1452626864.45
100,21.0,276.47300005,144.0,1128.333,187.6147,123.10255,0.0,1452626867.35
101,21.0,279.269999981,145.0,1139.822,193.9516,121.747,0.0,1452626870.15
102,21.0,282.072000027,145.0,1151.454,200.3492,120.43705,0.0,1452626872.95
103,22.0,284.866999865,146.0,1163.023,197.772,120.95795,0.0,1452626875.74
104,21.0,287.677000046,147.0,1174.736,203.2678,119.85785,0.0,1452626878.56
105,21.0,290.476999998,147.0,1186.289,196.8797,121.1404,0.0,1452626881.36
106,22.0,293.183000088,147.0,1197.559,202.1783,120.07275,0.0,1452626884.06
107,21.0,296.068000078,147.0,1209.556,200.9512,120.31665,0.0,1452626886.95
108,21.0,298.874000072,149.0,1221.189,200.0964,120.48775,0.0,1452626889.75
109,22.0,301.677999973,149.0,1232.83,199.4173,120.62435,0.0,1452626892.56
110,21.0,304.471999884,150.0,1244.395,199.2594,120.6562,0.0,1452626895.35
111,21.0,307.273000002,150.0,1256.031,202.339,120.04095,0.0,1452626898.15
112,21.0,310.174000025,150.0,1268.032,196.7543,121.16615,0.0,1452626901.05
113,21.0,312.976999998,150.0,1279.658,199.8747,120.5323,0.0,1452626903.86
114,22.0,315.779000044,150.0,1291.225,196.6161,121.19455,0.0,1452626906.66
115,21.0,318.572999954,150.0,1302.792,199.2253,120.6631,0.0,1452626909.45
116,21.0,321.464999914,149.0,1314.864,204.3024,119.6552,0.0,1452626912.34
117,20.0,324.476999998,148.0,1327.371,198.6537,120.7787,0.0,1452626915.36
118,20.0,327.36500001,149.0,1339.295,198.4478,120.8205,0.0,1452626918.24
119,21.0,330.273000002,149.0,1351.3,197.1741,121.0801,0.0,1452626921.15
120,21.0,333.177999973,149.0,1363.317,197.2637,121.06175,0.0,1452626924.06
121,21.0,335.963000059,149.0,1374.811,198.296,120.8513,0.0,1452626926.84
122,21.0,338.871999979,149.0,1386.738,192.9291,121.9617,0.0,1452626929.75
123,21.0,341.779999971,149.0,1398.664,192.6848,122.0132,0.0,1452626932.66
124,21.0,344.673000097,148.0,1410.519,193.5234,121.8367,0.0,1452626935.55
125,20.0,347.678999901,148.0,1422.886,192.8384,121.9808,0.0,1452626938.56
126,20.0,350.576999903,148.0,1434.742,192.9838,121.95015,0.0,1452626941.45
127,21.0,353.46600008,148.0,1446.67,196.1927,121.28165,0.0,1452626944.34
128,21.0,356.270999908,149.0,1458.238,197.7902,120.95425,0.0,1452626947.15
129,21.0,359.072000027,149.0,1469.801,197.8887,120.93415,0.0,1452626949.95
130,21.0,362.065999985,149.0,1482.238,198.5382,120.80215,0.0,1452626952.94
131,21.0,364.875999928,149.0,1493.802,197.0704,121.1013,0.0,1452626955.75
132,20.0,367.881000042,150.0,1506.308,200.1892,120.46915,0.0,1452626958.76
133,21.0,370.773999929,150.0,1518.235,195.6202,121.39985,0.0,1452626961.65
134,21.0,373.56099987,150.0,1529.726,198.6062,120.78835,0.0,1452626964.44
135,21.0,376.460999966,150.0,1541.655,194.802,121.56955,0.0,1452626967.34
136,21.0,379.375,150.0,1553.729,197.8866,120.9346,0.0,1452626970.25
137,21.0,382.263999939,150.0,1565.648,197.4784,121.01785,0.0,1452626973.14
138,21.0,385.164999962,150.0,1577.641,196.9301,121.13005,0.0,1452626976.04
139,21.0,387.976000071,150.0,1589.193,195.8202,121.3585,0.0,1452626978.85
140,21.0,390.77699995,150.0,1600.754,196.9125,121.1337,0.0,1452626981.65
141,21.0,393.661999941,150.0,1612.672,196.9529,121.1254,0.0,1452626984.54
142,21.0,396.569000006,150.0,1624.659,194.7767,121.57485,0.0,1452626987.45
143,21.0,399.476999998,150.0,1636.653,196.2371,121.2725,0.0,1452626990.36
144,21.0,402.269000053,150.0,1648.15,196.7248,121.1722,0.0,1452626993.15
145,21.0,405.062999964,150.0,1659.704,198.9888,120.7109,0.0,1452626995.94
146,22.0,407.86500001,151.0,1671.262,195.9879,121.3239,0.0,1452626998.74
147,21.0,410.767999887,151.0,1683.261,195.9706,121.32745,0.0,1452627001.65
148,21.0,413.563999891,151.0,1694.746,195.5338,121.4177,0.0,1452627004.44
149,21.0,416.36500001,151.0,1706.228,194.125,121.71075,0.0,1452627007.24
150,22.0,419.161999941,151.0,1717.79,196.9746,121.12095,0.0,1452627010.04
151,22.0,421.866999865,152.0,1729.131,205.5953,119.40385,0.0,1452627012.74
152,22.0,424.662999868,152.0,1740.905,208.7958,118.7906,0.0,1452627015.54
153,23.0,427.272000074,152.0,1751.812,205.9509,119.3351,0.0,1452627018.15
154,22.0,429.96600008,152.0,1763.079,205.2828,119.4644,0.0,1452627020.84
155,22.0,432.657999992,152.0,1774.275,201.4687,120.2136,0.0,1452627023.54
156,22.0,435.468999863,150.0,1786.045,204.725,119.5728,0.0,1452627026.35
157,23.0,438.164000034,151.0,1797.314,203.3966,119.83255,0.0,1452627029.04
158,22.0,440.869999886,152.0,1808.509,200.1119,120.48465,0.0,1452627031.75
159,22.0,443.573999882,153.0,1819.702,198.9863,120.7114,0.0,1452627034.45
160,23.0,446.257999897,153.0,1830.831,198.8092,120.74725,0.0,1452627037.14
161,23.0,448.86500001,152.0,1841.514,193.6851,121.8028,0.0,1452627039.74
162,22.0,451.667999983,152.0,1853.077,195.6007,121.4039,0.0,1452627042.55
163,22.0,454.368999958,151.0,1864.285,200.0171,120.50365,0.0,1452627045.25
164,22.0,457.075999975,151.0,1875.56,203.1385,119.8833,0.0,1452627047.95
165,22.0,459.872999907,152.0,1887.193,199.8982,120.52755,0.0,1452627050.75
166,22.0,462.568000078,152.0,1898.316,197.2012,121.07455,0.0,1452627053.45
167,23.0,465.262000084,152.0,1909.449,196.9351,121.12905,0.0,1452627056.14
168,22.0,467.964999914,152.0,1920.506,191.5308,122.25775,0.0,1452627058.84
169,22.0,470.674999952,152.0,1931.702,197.5112,121.01115,0.0,1452627061.55
170,23.0,473.26699996,152.0,1942.603,210.3363,118.4999,0.0,1452627064.14
171,22.0,475.967999935,152.0,1953.873,202.3685,120.03515,0.0,1452627066.85
172,22.0,478.671999931,152.0,1965.073,198.0959,120.892,0.0,1452627069.55
173,22.0,481.36500001,152.0,1976.131,195.3855,121.44845,0.0,1452627072.24
174,23.0,484.068000078,152.0,1987.396,200.1499,120.477,0.0,1452627074.95
175,23.0,486.665999889,151.0,1998.227,204.78,119.5621,0.0,1452627077.54
176,22.0,489.355999947,152.0,2009.33,197.4215,121.0295,0.0,1452627080.23
177,22.0,492.164000034,151.0,2020.888,194.19,121.69715,0.0,1452627083.04
178,22.0,494.868000031,152.0,2032.219,205.5033,119.42165,0.0,1452627085.75
179,22.0,497.566999912,153.0,2043.47,204.3389,119.64805,0.0,1452627088.44
180,23.0,500.264999866,153.0,2054.742,202.7585,119.9581,0.0,1452627091.14
181,22.0,502.970999956,153.0,2066.078,204.9592,119.52725,0.0,1452627093.85
182,23.0,505.467000008,154.0,2076.61,213.0372,117.997,0.0,1452627096.35
183,23.0,508.16899991,153.0,2088.021,208.8504,118.78025,0.0,1452627099.05
184,23.0,510.760999918,154.0,2098.856,205.9028,119.34435,0.0,1452627101.64
185,22.0,513.460999966,154.0,2110.066,200.9198,120.32295,0.0,1452627104.34
186,22.0,516.157000065,155.0,2121.266,200.1093,120.4852,0.0,1452627107.04
187,23.0,518.773000002,155.0,2132.102,200.1388,120.47925,0.0,1452627109.65
188,22.0,521.45600009,155.0,2143.225,198.9408,120.7206,0.0,1452627112.33
189,22.0,524.164999962,155.0,2154.574,204.9336,119.5322,0.0,1452627115.04
190,23.0,526.762000084,155.0,2165.549,212.1833,118.15505,0.0,1452627117.64
191,22.0,529.468999863,155.0,2177.031,213.3281,117.9433,0.0,1452627120.35
192,22.0,532.161000013,155.0,2188.297,206.0998,119.30635,0.0,1452627123.04
193,23.0,534.854000092,156.0,2199.564,203.6103,119.7906,0.0,1452627125.73
194,22.0,537.559000015,156.0,2210.619,192.8433,121.9798,0.0,1452627128.44
195,22.0,540.263999939,156.0,2221.894,201.5676,120.1939,0.0,1452627131.14
196,23.0,542.872999907,156.0,2233.162,224.1763,116.0093,0.0,1452627133.75
197,24.0,545.368999958,156.0,2243.849,221.3489,116.50115,0.0,1452627136.25
198,23.0,547.961999893,156.0,2254.97,220.2124,116.7012,0.0,1452627138.84
199,23.0,550.568000078,156.0,2266.232,224.8266,115.89735,0.0,1452627141.45
200,24.0,553.062000036,156.0,2277.064,230.1367,114.999,0.0,1452627143.94
201,24.0,555.552999973,156.0,2287.823,226.768,115.56565,0.0,1452627146.43
202,23.0,558.154000044,156.0,2299.023,222.5386,116.29315,0.0,1452627149.03
203,24.0,560.661000013,156.0,2309.783,221.3462,116.50165,0.0,1452627151.54
204,24.0,563.157999992,156.0,2320.542,224.08,116.0259,0.0,1452627154.04
205,23.0,565.667000055,157.0,2331.227,218.2965,117.04165,0.0,1452627156.55
206,24.0,568.256999969,156.0,2342.344,220.0044,116.738,0.0,1452627159.13
207,23.0,570.859999895,156.0,2353.61,225.1178,115.84735,0.0,1452627161.74
208,24.0,573.365999937,156.0,2364.514,232.2539,114.6485,0.0,1452627164.24
209,24.0,575.868999958,157.0,2375.344,226.969,115.5315,0.0,1452627166.75
210,24.0,578.355999947,157.0,2386.03,223.0371,116.20645,0.0,1452627169.23
211,24.0,580.864000082,158.0,2396.794,220.957,116.57,0.0,1452627171.74
212,23.0,583.458999872,158.0,2407.994,224.5022,115.95315,0.0,1452627174.34
213,24.0,585.963000059,158.0,2418.835,226.734,115.5714,0.0,1452627176.84
214,23.0,588.553999901,159.0,2430.035,225.6411,115.7577,0.0,1452627179.43
215,24.0,591.056999922,159.0,2440.8,224.4691,115.9588,0.0,1452627181.93
216,23.0,593.661999941,159.0,2451.919,216.6999,117.3284,0.0,1452627184.54
217,23.0,596.263999939,159.0,2463.033,218.6247,116.98305,0.0,1452627187.14
218,23.0,598.859999895,159.0,2474.153,219.3001,116.86285,0.0,1452627189.74
219,21.0,601.662999868,160.0,2485.792,202.5089,120.0074,0.0,1452627192.54
220,20.0,604.759000063,160.0,2498.3,182.6672,124.20405,0.0,1452627195.64
221,19.0,607.864000082,159.0,2510.872,188.0864,122.99955,0.0,1452627198.74
222,19.0,610.957000017,159.0,2523.52,191.5827,122.24675,0.0,1452627201.84
223,19.0,614.154999971,158.0,2536.521,185.5135,123.56555,0.0,1452627205.03
224,19.0,617.253999949,158.0,2549.103,187.7863,123.06505,0.0,1452627208.13
225,19.0,620.460000038,158.0,2562.052,184.8865,123.7051,0.0,1452627211.34
226,19.0,623.553999901,158.0,2574.561,185.0516,123.6683,0.0,1452627214.43
227,19.0,626.660000086,158.0,2587.149,186.3438,123.38175,0.0,1452627217.54
228,19.0,629.754999876,158.0,2599.73,188.1475,122.98625,0.0,1452627220.63
229,19.0,632.85800004,158.0,2612.301,187.4277,123.1435,0.0,1452627223.74
230,19.0,636.066999912,157.0,2625.309,184.7001,123.7467,0.0,1452627226.94
231,20.0,639.062000036,158.0,2637.303,181.8327,124.3938,0.0,1452627229.94
232,19.0,642.25999999,158.0,2650.173,182.0782,124.33785,0.0,1452627233.14
233,19.0,645.454999924,158.0,2663.202,189.0096,122.79895,0.0,1452627236.33
234,19.0,648.562000036,158.0,2675.796,186.8276,123.2752,0.0,1452627239.44
235,19.0,651.759000063,157.0,2688.813,188.1483,122.9861,0.0,1452627242.64
236,19.0,654.85800004,157.0,2701.461,191.1746,122.33365,0.0,1452627245.74
237,19.0,658.055999994,156.0,2714.543,190.9771,122.3758,0.0,1452627248.93
238,20.0,661.053999901,156.0,2726.689,188.3981,122.9317,0.0,1452627251.93
239,20.0,664.162999868,155.0,2739.349,187.9364,123.03225,0.0,1452627255.04
240,20.0,667.15899992,155.0,2751.418,182.0851,124.3363,0.0,1452627258.04
241,20.0,670.157999992,155.0,2763.417,181.0452,124.5739,0.0,1452627261.04
242,20.0,673.253000021,155.0,2775.922,182.9057,124.15005,0.0,1452627264.13
243,20.0,676.243999958,155.0,2788.067,189.2505,122.74685,0.0,1452627267.12
244,20.0,679.35800004,155.0,2800.728,186.9458,123.2492,0.0,1452627270.24
245,20.0,682.35800004,155.0,2812.731,180.7539,124.6408,0.0,1452627273.24
246,20.0,685.460000038,155.0,2825.247,182.0284,124.3492,0.0,1452627276.34
247,20.0,688.448999882,154.0,2837.323,185.7777,123.507,0.0,1452627279.33
248,20.0,691.458999872,154.0,2849.394,179.1277,125.0168,0.0,1452627282.34
249,20.0,694.444000006,154.0,2861.319,180.3679,124.7296,0.0,1452627285.32
250,20.0,697.453000069,154.0,2873.395,179.9884,124.81725,0.0,1452627288.33
251,20.0,700.453999996,154.0,2885.539,185.8308,123.4952,0.0,1452627291.33
252,19.0,703.558000088,153.0,2898.194,190.5647,122.464,0.0,1452627294.44
253,19.0,706.65899992,154.0,2910.771,186.8193,123.277,0.0,1452627297.54
254,20.0,709.657000065,154.0,2922.91,186.394,123.3707,0.0,1452627300.54
255,20.0,712.746000051,154.0,2935.413,183.6227,123.98825,0.0,1452627303.62
256,20.0,715.654999971,154.0,2947.121,184.1615,123.8672,0.0,1452627306.53
257,19.0,718.75,154.0,2959.701,187.6864,123.08685,0.0,1452627309.63
258,20.0,721.845000029,153.0,2972.209,183.8192,123.94405,0.0,1452627312.72
259,21.0,724.756000042,153.0,2983.848,179.1913,125.002,0.0,1452627315.63
260,21.0,727.552999973,152.0,2994.981,177.965,125.28845,0.0,1452627318.43
261,20.0,730.648000002,151.0,3007.414,180.0291,124.8078,0.0,1452627321.53
262,20.0,733.652999878,151.0,3019.268,173.5905,126.3322,0.0,1452627324.53
263,20.0,736.757999897,151.0,3031.635,175.8309,125.7933,0.0,1452627327.64
264,19.0,739.852999926,150.0,3044.143,184.9184,123.698,0.0,1452627330.73
265,20.0,742.854000092,151.0,3056.146,180.4059,124.72085,0.0,1452627333.73
266,20.0,745.950999975,151.0,3068.591,180.537,124.69065,0.0,1452627336.83
267,19.0,749.049000025,151.0,3081.041,181.2288,124.5318,0.0,1452627339.93
268,20.0,752.045000076,152.0,3093.117,184.6354,123.76115,0.0,1452627342.92
269,19.0,755.246999979,152.0,3106.134,187.7002,123.08385,0.0,1452627346.12
270,20.0,758.25,152.0,3118.282,186.196,123.41445,0.0,1452627349.13
271,19.0,761.444999933,153.0,3131.16,181.2849,124.51895,0.0,1452627352.32
272,20.0,764.450000048,153.0,3143.302,185.0818,123.66155,0.0,1452627355.33
273,20.0,767.453000069,153.0,3155.453,187.3817,123.15355,0.0,1452627358.33
274,19.0,770.65199995,154.0,3168.483,187.2085,123.1915,0.0,1452627361.53
275,20.0,773.654999971,153.0,3180.493,180.7992,124.63035,0.0,1452627364.53
276,20.0,776.756000042,153.0,3193.004,182.1402,124.32375,0.0,1452627367.63
277,19.0,779.852999926,152.0,3205.519,185.1186,123.6534,0.0,1452627370.73
278,20.0,782.851999998,152.0,3217.669,187.0276,123.23125,0.0,1452627373.73
279,20.0,785.944000006,152.0,3230.192,185.7912,123.504,0.0,1452627376.82
280,20.0,788.951999903,152.0,3242.263,182.2415,124.3007,0.0,1452627379.83
281,20.0,792.040999889,152.0,3254.698,181.7861,124.4044,0.0,1452627382.92
282,20.0,795.052999973,153.0,3266.77,181.1056,124.56005,0.0,1452627385.93
283,20.0,798.039999962,152.0,3278.844,184.886,123.7052,0.0,1452627388.92
284,20.0,801.049999952,152.0,3291.064,186.9158,123.2558,0.0,1452627391.93
285,20.0,804.14199996,152.0,3303.573,184.322,123.83125,0.0,1452627395.02
286,20.0,807.148000002,152.0,3315.576,179.4845,124.9339,0.0,1452627398.03
287,19.0,810.243000031,151.0,3328.087,184.6238,123.76375,0.0,1452627401.12
288,20.0,813.252000093,151.0,3340.162,180.6978,124.65365,0.0,1452627404.13
289,19.0,816.351999998,151.0,3352.747,187.4118,123.14695,0.0,1452627407.23
290,20.0,819.451999903,152.0,3365.469,191.9436,122.17005,0.0,1452627410.33
291,19.0,822.555000067,153.0,3378.045,187.3087,123.16955,0.0,1452627413.43
292,20.0,825.555999994,153.0,3390.337,191.1677,122.3351,0.0,1452627416.43
293,20.0,828.552000046,154.0,3402.699,198.1676,120.8774,0.0,1452627419.43
294,21.0,831.453999996,154.0,3414.625,194.7227,121.5861,0.0,1452627422.33
295,20.0,834.441999912,154.0,3426.916,194.9139,121.5463,0.0,1452627425.32
296,20.0,837.448999882,155.0,3439.28,193.7502,121.78915,0.0,1452627428.33
297,20.0,840.441999912,154.0,3451.642,196.5954,121.19875,0.0,1452627431.32
298,21.0,843.25,154.0,3463.422,206.8323,119.1653,0.0,1452627434.13
299,21.0,846.049000025,154.0,3474.994,199.7003,120.56735,0.0,1452627436.93
300,20.0,849.042999983,155.0,3487.359,195.9312,121.33555,0.0,1452627439.92
301,21.0,851.839999914,155.0,3498.936,199.579,120.5918,0.0,1452627442.72
302,21.0,854.743999958,156.0,3511.011,199.8126,120.5448,0.0,1452627445.62
303,21.0,857.545000076,156.0,3522.581,199.7599,120.55535,0.0,1452627448.42
304,20.0,860.552999973,156.0,3534.949,193.0314,121.94015,0.0,1452627451.43
305,20.0,863.444999933,157.0,3546.732,190.6289,122.4503,0.0,1452627454.32
306,21.0,866.335999966,157.0,3558.587,192.6015,122.0308,0.0,1452627457.21
307,21.0,869.145999908,156.0,3570.077,191.9266,122.17365,0.0,1452627460.02
308,21.0,872.04399991,156.0,3582.005,194.0286,121.7309,0.0,1452627462.92
309,21.0,874.845000029,156.0,3593.422,190.0873,122.56645,0.0,1452627465.72
310,21.0,877.737999916,156.0,3605.128,185.3527,123.6013,0.0,1452627468.62
311,20.0,880.644999981,155.0,3616.987,191.3396,122.29845,0.0,1452627471.52
312,21.0,883.552000046,155.0,3629.063,199.1528,120.67775,0.0,1452627474.43
313,21.0,886.440999985,155.0,3640.993,196.5483,121.20845,0.0,1452627477.32
314,21.0,889.24000001,155.0,3652.489,196.4501,121.22865,0.0,1452627480.12
315,21.0,892.142999887,156.0,3664.494,195.6777,121.38795,0.0,1452627483.02
316,21.0,894.940999985,156.0,3675.983,195.2851,121.46925,0.0,1452627485.82
317,21.0,897.832000017,156.0,3687.908,195.1435,121.4986,0.0,1452627488.71
318,21.0,900.648000002,156.0,3699.476,195.4544,121.43415,0.0,1452627491.53
319,21.0,903.542999983,157.0,3711.467,198.4158,120.827,0.0,1452627494.42
320,21.0,906.440999985,157.0,3723.537,201.5533,120.19675,0.0,1452627497.32
321,21.0,909.241999865,158.0,3735.105,197.6599,120.9808,0.0,1452627500.12
322,21.0,912.150000095,158.0,3747.107,196.0129,121.3187,0.0,1452627503.03
323,21.0,914.938999891,159.0,3758.674,200.0847,120.4901,0.0,1452627505.82
324,21.0,917.741999865,159.0,3770.313,200.5357,120.3997,0.0,1452627508.62
325,21.0,920.536999941,159.0,3781.88,199.8033,120.54665,0.0,1452627511.41
326,21.0,923.43599987,159.0,3793.802,194.907,121.54775,0.0,1452627514.31
327,21.0,926.240999937,159.0,3805.368,196.5805,121.20185,0.0,1452627517.12
328,21.0,929.046999931,159.0,3817.079,203.0921,119.8924,0.0,1452627519.92
329,21.0,931.845000029,159.0,3828.794,205.4126,119.4392,0.0,1452627522.72
330,21.0,934.648000002,159.0,3840.505,204.7217,119.57345,0.0,1452627525.53
331,22.0,937.434999943,160.0,3852.218,206.0294,119.3199,0.0,1452627528.31
