index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec)
758,109.5,18,1.48,790.0,379.52,142,1588.2,162.1,186.261272335,123.4,13.27,2280.0,0,1464704001.52
759,109.5,18,1.48,790.0,380.3,142,1591.2,162.1,186.261272335,123.4,13.27,2280.0,0,1464704002.3
760,109.5,18,1.48,790.0,380.67,142,1592.6,162.1,186.261272335,123.4,13.27,2280.0,0,1464704002.67
761,109.5,18,1.48,790.0,381.07,142,1593.9,162.1,186.261272335,123.4,13.27,2190.0,0,1464704003.07
762,109.5,19,1.48,790.0,381.8,142,1597.3,162.1,191.33246788,122.3,13.27,2190.0,0,1464704003.8
763,113.6,19,1.51,780.0,382.23,142,1599.2,174.7,191.33246788,122.3,12.96,2190.0,0,1464704004.23
764,113.6,19,1.51,780.0,382.57,142,1600.8,174.7,191.33246788,122.3,12.96,2190.0,0,1464704004.57
765,113.6,19,1.51,780.0,382.94,141,1602.3,174.7,191.33246788,122.3,12.96,2190.0,0,1464704004.94
766,113.6,19,1.51,780.0,383.79,141,1605.5,174.7,191.33246788,122.3,12.96,2190.0,0,1464704005.79
767,113.6,19,1.51,780.0,384.23,141,1607.1,174.7,191.33246788,122.3,12.96,2240.0,0,1464704006.23
768,113.6,19,1.51,780.0,384.58,141,1608.5,174.7,191.33246788,122.3,12.96,2240.0,0,1464704006.58
769,108.9,19,1.48,780.0,385.37,141,1612.2,168.9,197.076851297,121.1,13.36,2240.0,0,1464704007.37
770,108.9,19,1.48,780.0,385.75,141,1613.9,168.9,197.076851297,121.1,13.36,2240.0,0,1464704007.75
771,108.9,19,1.48,780.0,386.12,141,1615.4,168.9,197.076851297,121.1,13.36,2240.0,0,1464704008.12
772,108.9,19,1.48,780.0,386.47,141,1616.8,168.9,197.076851297,121.1,13.36,2240.0,0,1464704008.47
773,108.9,19,1.48,780.0,387.33,141,1619.9,168.9,197.076851297,121.1,13.36,2240.0,0,1464704009.33
774,108.9,19,1.48,780.0,387.74,141,1621.6,168.9,197.076851297,121.1,13.36,2150.0,0,1464704009.74
775,110.0,19,1.48,780.0,388.13,140,1623.5,164.4,195.619427755,121.4,12.9,2150.0,0,1464704010.13
776,110.0,19,1.48,780.0,388.52,140,1625.3,164.4,195.619427755,121.4,12.9,2150.0,0,1464704010.52
777,110.0,19,1.48,780.0,389.29,140,1628.5,164.4,195.619427755,121.4,12.9,2150.0,0,1464704011.29
778,110.0,19,1.48,780.0,389.66,140,1630.0,164.4,195.619427755,121.4,12.9,2150.0,0,1464704011.66
779,110.0,19,1.48,780.0,390.05,140,1631.4,164.4,195.619427755,121.4,12.9,2150.0,0,1464704012.05
780,110.0,19,1.48,780.0,390.79,140,1634.2,164.4,195.619427755,121.4,12.9,2190.0,0,1464704012.79
781,110.0,19,1.48,780.0,391.17,140,1635.9,164.4,195.619427755,121.4,13.06,2190.0,0,1464704013.17
782,109.4,19,1.48,780.0,391.58,140,1637.9,161.5,196.10363404,121.3,13.06,2190.0,0,1464704013.58
783,109.4,19,1.48,780.0,392.32,140,1641.1,161.5,196.10363404,121.3,13.06,2190.0,0,1464704014.32
784,109.4,19,1.48,780.0,392.8,140,1643.0,161.5,196.10363404,121.3,13.06,2190.0,0,1464704014.8
785,109.4,19,1.48,780.0,393.19,140,1644.4,161.5,196.10363404,121.3,13.06,2190.0,0,1464704015.19
786,109.4,19,1.48,780.0,393.58,140,1645.8,161.5,196.10363404,121.3,13.06,2140.0,0,1464704015.58
787,109.4,19,1.48,780.0,393.98,140,1647.4,161.5,196.10363404,121.3,13.06,2140.0,0,1464704015.98
788,109.1,19,1.48,780.0,394.73,140,1650.9,163.1,196.589439684,121.2,12.89,2140.0,0,1464704016.73
789,109.1,19,1.48,780.0,395.12,140,1652.7,163.1,196.589439684,121.2,12.89,2140.0,0,1464704017.12
790,109.1,19,1.48,780.0,395.47,140,1654.1,163.1,196.589439684,121.2,12.89,2140.0,0,1464704017.47
791,109.1,19,1.48,780.0,396.26,140,1657.2,163.1,196.589439684,121.2,12.89,2140.0,0,1464704018.26
792,109.1,19,1.48,780.0,396.62,140,1658.4,163.1,196.589439684,121.2,12.89,2140.0,0,1464704018.62
793,109.1,19,1.48,780.0,396.97,140,1659.7,163.1,196.589439684,121.2,12.89,2180.0,0,1464704018.97
794,109.1,19,1.48,780.0,397.77,140,1663.5,163.1,195.619427755,121.4,12.97,2180.0,0,1464704019.77
795,111.4,19,1.45,770.0,398.17,140,1665.3,173.9,195.619427755,121.4,12.97,2180.0,0,1464704020.17
796,111.4,19,1.45,770.0,398.63,140,1667.2,173.9,195.619427755,121.4,12.97,2180.0,0,1464704020.63
797,111.4,19,1.45,770.0,398.97,140,1668.5,173.9,195.619427755,121.4,12.97,2180.0,0,1464704020.97
798,111.4,19,1.45,770.0,399.78,140,1671.5,173.9,195.619427755,121.4,12.97,2180.0,0,1464704021.78
799,111.4,19,1.45,770.0,400.16,140,1672.9,173.9,195.619427755,121.4,12.97,2140.0,0,1464704022.16
800,111.4,19,1.45,770.0,400.52,140,1674.6,173.9,195.619427755,121.4,12.89,2140.0,0,1464704022.52
801,109.9,19,1.48,780.0,401.3,140,1678.3,163.6,196.589439684,121.2,12.89,2140.0,0,1464704023.3
802,109.9,19,1.48,780.0,401.68,140,1679.9,163.6,196.589439684,121.2,12.89,2140.0,0,1464704023.68
803,109.9,19,1.48,780.0,402.1,140,1681.5,163.6,196.589439684,121.2,12.89,2140.0,0,1464704024.1
804,109.9,19,1.48,780.0,402.48,140,1683.0,163.6,196.589439684,121.2,12.89,2140.0,0,1464704024.48
805,109.9,19,1.48,780.0,403.38,140,1686.3,163.6,196.589439684,121.2,12.89,2180.0,0,1464704025.38
806,109.9,19,1.48,780.0,403.73,140,1688.0,163.6,197.076851297,121.1,12.89,2180.0,0,1464704025.73
807,107.3,19,1.45,770.0,404.12,140,1689.8,164.4,197.076851297,121.1,13.0,2180.0,0,1464704026.12
808,107.3,19,1.45,770.0,404.54,140,1691.6,164.4,197.076851297,121.1,13.0,2180.0,0,1464704026.54
809,107.3,19,1.45,770.0,405.28,140,1694.6,164.4,197.076851297,121.1,13.0,2180.0,0,1464704027.28
810,107.3,19,1.45,770.0,405.67,140,1696.0,164.4,197.076851297,121.1,13.0,2180.0,0,1464704027.67
811,107.3,19,1.45,770.0,406.1,140,1697.6,164.4,197.076851297,121.1,13.0,2190.0,0,1464704028.1
812,107.3,19,1.45,770.0,406.54,140,1699.3,164.4,197.076851297,121.1,13.0,2190.0,0,1464704028.54
813,113.0,19,1.45,770.0,407.3,140,1702.9,165.6,190.86389878,122.4,12.9,2190.0,0,1464704029.3
814,113.0,19,1.45,770.0,407.66,140,1704.5,165.6,190.86389878,122.4,12.9,2190.0,0,1464704029.66
815,113.0,19,1.45,770.0,408.08,140,1706.2,165.6,190.86389878,122.4,12.9,2190.0,0,1464704030.08
816,113.0,19,1.45,770.0,408.81,140,1709.0,165.6,190.86389878,122.4,12.9,2190.0,0,1464704030.81
817,113.0,19,1.45,770.0,409.24,140,1710.5,165.6,190.86389878,122.4,12.9,2190.0,0,1464704031.24
818,113.0,19,1.45,770.0,409.67,140,1712.2,165.6,190.86389878,122.4,12.9,2230.0,0,1464704031.67
819,111.6,19,1.45,770.0,410.09,140,1714.2,171.7,193.698465167,121.8,13.11,2230.0,0,1464704032.09
820,111.6,19,1.45,770.0,410.48,140,1716.0,171.7,193.698465167,121.8,13.11,2230.0,0,1464704032.48
821,111.6,19,1.45,770.0,411.26,140,1719.3,171.7,193.698465167,121.8,13.11,2230.0,0,1464704033.26
822,111.6,19,1.45,770.0,411.65,140,1720.8,171.7,193.698465167,121.8,13.11,2230.0,0,1464704033.65
823,111.6,19,1.45,770.0,412.0,140,1722.1,171.7,193.698465167,121.8,13.11,2230.0,0,1464704034.0
824,111.6,19,1.45,770.0,412.88,140,1725.4,171.7,193.698465167,121.8,13.11,2230.0,0,1464704034.88
825,111.6,19,1.45,770.0,413.31,140,1727.4,171.7,193.22215768,121.9,13.11,2230.0,0,1464704035.31
826,112.5,19,1.45,770.0,413.68,141,1729.2,160.1,193.22215768,121.9,13.12,2230.0,0,1464704035.68
827,112.5,19,1.45,770.0,414.08,141,1730.9,160.1,193.22215768,121.9,13.12,2230.0,0,1464704036.08
828,112.5,19,1.45,770.0,414.79,141,1733.8,160.1,193.22215768,121.9,13.12,2230.0,0,1464704036.79
829,112.5,19,1.45,770.0,415.18,141,1735.2,160.1,193.22215768,121.9,13.12,2230.0,0,1464704037.18
830,112.5,19,1.45,770.0,415.54,141,1736.5,160.1,193.22215768,121.9,13.12,2200.0,0,1464704037.54
831,112.5,19,1.45,770.0,415.93,141,1738.0,160.1,193.22215768,121.9,13.12,2200.0,0,1464704037.93
832,111.4,19,1.45,770.0,416.69,141,1741.5,166.3,194.655786991,121.6,13.04,2200.0,0,1464704038.69
833,111.4,19,1.45,770.0,417.04,141,1743.1,166.3,194.655786991,121.6,13.04,2200.0,0,1464704039.04
834,111.4,19,1.45,770.0,417.8,141,1746.3,166.3,194.655786991,121.6,13.04,2200.0,0,1464704039.8
835,111.4,19,1.45,770.0,418.18,140,1747.7,166.3,194.655786991,121.6,13.04,2200.0,0,1464704040.18
836,111.4,19,1.45,770.0,418.6,140,1749.2,166.3,194.655786991,121.6,13.04,2200.0,0,1464704040.6
837,111.4,19,1.45,770.0,419.0,140,1750.7,166.3,194.655786991,121.6,13.04,2190.0,0,1464704041.0
838,111.4,19,1.45,770.0,419.84,140,1754.5,166.3,195.136814254,121.5,13.06,2190.0,0,1464704041.84
839,106.7,19,1.48,790.0,420.23,140,1756.3,162.2,195.136814254,121.5,13.06,2190.0,0,1464704042.23
840,106.7,19,1.48,790.0,420.61,140,1757.9,162.2,195.136814254,121.5,13.06,2190.0,0,1464704042.61
841,106.7,19,1.48,790.0,420.99,141,1759.4,162.2,195.136814254,121.5,13.06,2190.0,0,1464704042.99
842,106.7,19,1.48,790.0,421.8,141,1762.4,162.2,195.136814254,121.5,13.06,2190.0,0,1464704043.8
843,106.7,19,1.48,790.0,422.23,141,1763.8,162.2,195.136814254,121.5,13.06,2190.0,0,1464704044.23
844,106.7,19,1.48,790.0,422.65,141,1765.5,162.2,195.136814254,121.5,13.06,2390.0,0,1464704044.65
845,117.4,18,1.48,790.0,423.04,141,1767.4,183.0,184.909381298,123.7,13.67,2390.0,0,1464704045.04
846,117.4,18,1.48,790.0,423.8,141,1770.9,183.0,184.909381298,123.7,13.67,2390.0,0,1464704045.8
847,117.4,18,1.48,790.0,424.18,141,1772.5,183.0,184.909381298,123.7,13.67,2390.0,0,1464704046.18
848,117.4,18,1.48,790.0,424.57,141,1774.0,183.0,184.909381298,123.7,13.67,2390.0,0,1464704046.57
849,117.4,18,1.48,790.0,424.92,141,1775.3,183.0,184.909381298,123.7,13.67,2390.0,0,1464704046.92
850,117.4,18,1.48,790.0,425.8,141,1778.4,183.0,184.909381298,123.7,13.67,2390.0,0,1464704047.8
851,117.4,18,1.48,790.0,426.19,141,1780.1,183.0,184.909381298,123.7,13.67,2420.0,0,1464704048.19
852,110.6,18,1.48,800.0,426.59,141,1782.0,174.8,189.467339226,122.7,13.9,2420.0,0,1464704048.59
853,110.6,18,1.48,800.0,427.34,141,1785.3,174.8,189.467339226,122.7,13.9,2420.0,0,1464704049.34
854,110.6,18,1.48,800.0,427.72,141,1786.8,174.8,189.467339226,122.7,13.9,2420.0,0,1464704049.72
855,110.6,18,1.48,800.0,428.12,141,1788.3,174.8,189.467339226,122.7,13.9,2420.0,0,1464704050.12
856,110.6,18,1.48,800.0,428.48,141,1789.6,174.8,189.467339226,122.7,13.9,2420.0,0,1464704050.48
857,110.6,18,1.48,800.0,429.26,141,1792.4,174.8,189.467339226,122.7,13.9,2380.0,0,1464704051.26
858,110.6,18,1.48,800.0,429.62,141,1794.1,174.8,189.467339226,122.7,13.66,2380.0,0,1464704051.62
859,108.2,18,1.48,800.0,430.01,141,1795.9,164.3,184.46165902,123.8,13.66,2380.0,0,1464704052.01
860,108.2,18,1.48,800.0,430.81,141,1799.3,164.3,184.46165902,123.8,13.66,2380.0,0,1464704052.81
861,108.2,18,1.48,800.0,431.26,141,1801.1,164.3,184.46165902,123.8,13.66,2380.0,0,1464704053.26
862,108.2,18,1.48,800.0,431.65,141,1802.5,164.3,184.46165902,123.8,13.66,2380.0,0,1464704053.65
863,108.2,18,1.48,800.0,432.04,141,1803.9,164.3,184.46165902,123.8,13.66,2380.0,0,1464704054.04
864,108.2,18,1.48,800.0,432.82,141,1806.9,164.3,184.46165902,123.8,13.66,2360.0,0,1464704054.82
865,109.0,18,1.48,800.0,433.19,141,1808.7,168.1,182.24459564,124.3,13.49,2360.0,0,1464704055.19
866,109.0,18,1.48,800.0,433.61,141,1810.6,168.1,182.24459564,124.3,13.49,2360.0,0,1464704055.61
867,109.0,18,1.48,800.0,433.99,141,1812.2,168.1,182.24459564,124.3,13.49,2360.0,0,1464704055.99
868,109.0,18,1.48,800.0,434.46,141,1814.0,168.1,182.24459564,124.3,13.49,2360.0,0,1464704056.46
869,109.0,18,1.48,800.0,435.21,141,1816.8,168.1,182.24459564,124.3,13.49,2360.0,0,1464704057.21
870,109.0,18,1.48,800.0,435.61,141,1818.1,168.1,182.24459564,124.3,13.49,2270.0,0,1464704057.61
871,109.0,18,1.48,800.0,436.0,141,1819.7,168.1,182.24459564,124.3,13.49,2270.0,0,1464704058.0
872,102.2,18,1.51,820.0,436.76,141,1823.2,160.0,183.127134526,124.1,13.26,2270.0,0,1464704058.76
873,102.2,18,1.51,820.0,437.15,141,1824.9,160.0,183.127134526,124.1,13.26,2270.0,0,1464704059.15
874,102.2,18,1.51,820.0,437.54,141,1826.5,160.0,183.127134526,124.1,13.26,2270.0,0,1464704059.54
875,102.2,18,1.51,820.0,438.31,141,1829.4,160.0,183.127134526,124.1,13.26,2270.0,0,1464704060.31
876,102.2,18,1.51,820.0,438.71,141,1830.7,160.0,183.127134526,124.1,13.26,2270.0,0,1464704060.71
877,102.2,18,1.51,820.0,439.13,141,1832.2,160.0,183.127134526,124.1,13.26,2290.0,0,1464704061.13
878,102.2,18,1.51,820.0,439.54,141,1834.1,160.0,183.127134526,124.1,13.19,2290.0,0,1464704061.54
879,106.7,18,1.48,800.0,440.3,141,1837.6,165.4,179.630769047,124.9,13.19,2290.0,0,1464704062.3
880,106.7,18,1.48,800.0,440.68,141,1839.1,165.4,179.630769047,124.9,13.19,2290.0,0,1464704062.68
881,106.7,18,1.48,800.0,441.07,141,1840.7,165.4,179.630769047,124.9,13.19,2290.0,0,1464704063.07
882,106.7,18,1.48,800.0,441.81,141,1843.3,165.4,179.630769047,124.9,13.19,2290.0,0,1464704063.81
883,106.7,18,1.48,800.0,442.21,141,1844.7,165.4,179.630769047,124.9,13.19,2300.0,0,1464704064.21
884,106.7,18,1.48,800.0,442.58,141,1846.2,165.4,179.630769047,124.9,13.19,2300.0,0,1464704064.58
885,110.2,18,1.48,800.0,443.0,141,1848.2,160.1,181.36771858,124.5,13.27,2300.0,0,1464704065.0
886,110.2,18,1.48,800.0,443.85,141,1852.0,160.1,181.36771858,124.5,13.27,2300.0,0,1464704065.85
887,110.2,18,1.48,800.0,444.29,140,1853.7,160.1,181.36771858,124.5,13.27,2300.0,0,1464704066.29
888,110.2,18,1.48,800.0,444.63,140,1855.0,160.1,181.36771858,124.5,13.27,2300.0,0,1464704066.63
889,110.2,18,1.48,800.0,444.99,140,1856.3,160.1,181.36771858,124.5,13.27,2300.0,0,1464704066.99
890,110.2,18,1.48,800.0,445.49,140,1858.0,160.1,181.36771858,124.5,13.27,2320.0,0,1464704067.49
891,110.2,18,1.48,800.0,446.3,140,1861.6,160.1,185.809182066,123.5,13.27,2320.0,0,1464704068.3
892,112.5,18,1.45,780.0,446.68,140,1863.4,168.0,185.809182066,123.5,13.35,2320.0,0,1464704068.68
893,112.5,18,1.45,780.0,447.05,140,1864.9,168.0,185.809182066,123.5,13.35,2320.0,0,1464704069.05
894,112.5,18,1.45,780.0,447.44,140,1866.5,168.0,185.809182066,123.5,13.35,2320.0,0,1464704069.44
895,112.5,18,1.45,780.0,448.33,140,1869.9,168.0,185.809182066,123.5,13.35,2320.0,0,1464704070.33
896,112.5,18,1.45,780.0,448.7,140,1871.2,168.0,185.809182066,123.5,13.35,2320.0,0,1464704070.7
897,112.5,18,1.45,780.0,449.11,140,1872.7,168.0,185.809182066,123.5,13.35,2400.0,0,1464704071.11
898,112.5,18,1.45,780.0,449.48,140,1874.3,168.0,185.809182066,123.5,13.65,2400.0,0,1464704071.48
899,110.1,18,1.45,780.0,450.32,140,1878.1,162.3,183.570541439,124.0,13.65,2400.0,0,1464704072.32
900,110.1,18,1.45,780.0,450.7,140,1879.7,162.3,183.570541439,124.0,13.65,2400.0,0,1464704072.7
901,110.1,18,1.45,780.0,451.12,140,1881.3,162.3,183.570541439,124.0,13.65,2400.0,0,1464704073.12
902,110.1,18,1.45,780.0,451.53,140,1882.9,162.3,183.570541439,124.0,13.65,2400.0,0,1464704073.53
903,110.1,18,1.45,780.0,452.32,141,1885.6,162.3,183.570541439,124.0,13.65,2400.0,0,1464704074.32
904,110.1,18,1.45,780.0,452.72,141,1887.3,162.3,183.570541439,124.0,13.65,2380.0,0,1464704074.72
905,108.6,18,1.48,800.0,453.07,141,1889.0,160.0,181.36771858,124.5,13.58,2380.0,0,1464704075.07
906,108.6,18,1.48,800.0,453.46,141,1890.7,160.0,181.36771858,124.5,13.58,2380.0,0,1464704075.46
907,108.6,18,1.48,800.0,454.33,141,1894.3,160.0,181.36771858,124.5,13.58,2380.0,0,1464704076.33
908,108.6,18,1.48,800.0,454.78,141,1896.0,160.0,181.36771858,124.5,13.58,2380.0,0,1464704076.78
909,108.6,18,1.48,800.0,455.14,141,1897.3,160.0,181.36771858,124.5,13.58,2380.0,0,1464704077.14
910,108.6,18,1.48,800.0,455.5,141,1898.5,160.0,181.36771858,124.5,13.58,2340.0,0,1464704077.5
911,108.6,18,1.48,800.0,456.28,141,1901.9,160.0,183.127134526,124.1,13.58,2340.0,0,1464704078.28
912,113.7,18,1.48,790.0,456.64,141,1903.6,171.7,183.127134526,124.1,13.43,2340.0,0,1464704078.64
913,113.7,18,1.48,790.0,457.03,141,1905.3,171.7,183.127134526,124.1,13.43,2340.0,0,1464704079.03
914,113.7,18,1.48,790.0,457.79,141,1908.4,171.7,183.127134526,124.1,13.43,2340.0,0,1464704079.79
915,113.7,18,1.48,790.0,458.32,141,1910.3,171.7,183.127134526,124.1,13.43,2340.0,0,1464704080.32
916,113.7,18,1.48,790.0,458.72,141,1911.7,171.7,183.127134526,124.1,13.43,2340.0,0,1464704080.72
917,113.7,18,1.48,790.0,459.06,141,1912.9,171.7,183.127134526,124.1,13.43,2400.0,0,1464704081.06
918,113.7,18,1.48,790.0,459.49,141,1914.8,171.7,183.127134526,124.1,13.73,2400.0,0,1464704081.49
919,108.9,18,1.48,800.0,460.21,140,1918.1,166.1,185.358553688,123.6,13.73,2400.0,0,1464704082.21
920,108.9,18,1.48,800.0,460.61,140,1919.8,166.1,185.358553688,123.6,13.73,2400.0,0,1464704082.61
921,108.9,18,1.48,800.0,461.05,140,1921.6,166.1,185.358553688,123.6,13.73,2400.0,0,1464704083.05
922,108.9,18,1.48,800.0,461.43,140,1923.0,166.1,185.358553688,123.6,13.73,2400.0,0,1464704083.43
923,108.9,18,1.48,800.0,462.24,140,1925.8,166.1,185.358553688,123.6,13.73,2400.0,0,1464704084.24
924,108.9,18,1.48,800.0,462.62,140,1927.3,166.1,185.358553688,123.6,13.73,2400.0,0,1464704084.62
925,110.4,18,1.48,800.0,463.01,140,1929.1,167.3,185.358553688,123.6,13.67,2400.0,0,1464704085.01
926,110.4,18,1.48,800.0,463.76,140,1932.5,167.3,181.805452225,124.4,13.67,2400.0,0,1464704085.76
927,110.4,18,1.48,800.0,464.18,140,1934.3,167.3,181.805452225,124.4,13.67,2400.0,0,1464704086.18
928,110.4,18,1.48,800.0,464.57,140,1935.8,167.3,181.805452225,124.4,13.67,2400.0,0,1464704086.57
929,110.4,18,1.48,800.0,464.92,140,1937.1,167.3,181.805452225,124.4,13.67,2400.0,0,1464704086.92
930,110.4,18,1.48,800.0,465.78,140,1940.1,167.3,181.805452225,124.4,13.67,2400.0,0,1464704087.78
931,110.4,18,1.48,800.0,466.19,139,1941.9,167.3,181.805452225,124.4,13.43,2320.0,0,1464704088.19
932,108.1,18,1.48,800.0,466.61,139,1943.9,161.1,184.909381298,123.7,13.43,2320.0,0,1464704088.61
933,108.1,18,1.48,800.0,466.97,139,1945.5,161.1,184.909381298,123.7,13.43,2320.0,0,1464704088.97
934,108.1,18,1.48,800.0,467.75,139,1948.7,161.1,184.909381298,123.7,13.43,2320.0,0,1464704089.75
935,108.1,18,1.48,800.0,468.19,139,1950.3,161.1,184.909381298,123.7,13.43,2320.0,0,1464704090.19
936,108.1,18,1.48,800.0,468.6,139,1951.8,161.1,184.909381298,123.7,13.43,2320.0,0,1464704090.6
937,108.1,18,1.48,800.0,469.37,139,1954.7,161.1,184.909381298,123.7,13.43,2330.0,0,1464704091.37
938,108.1,18,1.48,800.0,469.72,139,1956.3,161.1,182.685154505,124.2,13.43,2330.0,0,1464704091.72
939,109.4,18,1.48,800.0,470.15,139,1958.3,167.3,182.685154505,124.2,13.43,2330.0,0,1464704092.15
940,109.4,18,1.48,800.0,470.46,139,1959.7,167.3,182.685154505,124.2,13.43,2330.0,0,1464704092.46
941,109.4,18,1.48,800.0,471.29,139,1963.0,167.3,182.685154505,124.2,13.43,2330.0,0,1464704093.29
942,109.4,18,1.48,800.0,471.64,139,1964.3,167.3,182.685154505,124.2,13.43,2330.0,0,1464704093.64
943,109.4,18,1.48,800.0,472.36,139,1966.8,167.3,182.685154505,124.2,13.43,2330.0,0,1464704094.36
944,109.4,18,1.48,800.0,472.75,139,1968.4,167.3,182.685154505,124.2,13.43,2350.0,0,1464704094.75
945,109.6,18,1.45,780.0,473.12,139,1970.2,166.2,184.909381298,123.7,13.45,2350.0,0,1464704095.12
946,109.6,18,1.45,780.0,473.54,139,1972.1,166.2,184.909381298,123.7,13.45,2350.0,0,1464704095.54
947,109.6,18,1.45,780.0,474.27,139,1975.1,166.2,184.909381298,123.7,13.45,2350.0,0,1464704096.27
948,109.6,18,1.45,780.0,474.67,139,1976.6,166.2,184.909381298,123.7,13.45,2350.0,0,1464704096.67
949,109.6,18,1.45,780.0,475.03,139,1977.9,166.2,184.909381298,123.7,13.45,2350.0,0,1464704097.03
950,109.6,18,1.45,780.0,475.78,139,1980.5,166.2,184.909381298,123.7,13.45,2350.0,0,1464704097.78
951,109.6,18,1.45,780.0,476.18,140,1982.2,166.2,184.909381298,123.7,13.45,2380.0,0,1464704098.18
952,108.3,18,1.51,820.0,476.56,140,1984.1,169.0,180.06291987,124.8,13.65,2380.0,0,1464704098.56
953,108.3,18,1.51,820.0,477.03,140,1986.2,169.0,180.06291987,124.8,13.65,2380.0,0,1464704099.03
954,108.3,18,1.51,820.0,477.82,140,1989.4,169.0,180.06291987,124.8,13.65,2380.0,0,1464704099.82
955,108.3,18,1.51,820.0,478.21,140,1990.8,169.0,180.06291987,124.8,13.65,2380.0,0,1464704100.21
956,108.3,18,1.51,820.0,478.57,140,1992.1,169.0,180.06291987,124.8,13.65,2380.0,0,1464704100.57
957,108.3,18,1.51,820.0,478.95,141,1993.4,169.0,180.06291987,124.8,13.65,2350.0,0,1464704100.95
958,108.3,18,1.51,820.0,479.72,141,1996.7,169.0,184.46165902,123.8,13.65,2350.0,0,1464704101.72
959,111.9,18,1.48,790.0,480.11,141,1998.6,171.8,184.46165902,123.8,13.51,2350.0,0,1464704102.11
960,111.9,18,1.48,790.0,480.49,141,2000.2,171.8,184.46165902,123.8,13.51,2350.0,0,1464704102.49
961,111.9,18,1.48,790.0,481.32,141,2003.6,171.8,184.46165902,123.8,13.51,2350.0,0,1464704103.32
962,111.9,18,1.48,790.0,481.74,141,2005.1,171.8,184.46165902,123.8,13.51,2350.0,0,1464704103.74
963,111.9,18,1.48,790.0,482.11,141,2006.4,171.8,184.46165902,123.8,13.51,2350.0,0,1464704104.11
964,111.9,18,1.48,790.0,482.5,141,2007.7,171.8,184.46165902,123.8,13.51,2410.0,0,1464704104.5
965,107.4,18,1.45,780.0,483.05,141,2010.2,164.8,184.46165902,123.8,13.65,2410.0,0,1464704105.05
966,107.4,18,1.45,780.0,483.44,141,2012.0,164.8,182.685154505,124.2,13.65,2410.0,0,1464704105.44
967,107.4,18,1.45,780.0,484.23,141,2015.3,164.8,182.685154505,124.2,13.65,2410.0,0,1464704106.23
968,107.4,18,1.45,780.0,484.71,141,2017.1,164.8,182.685154505,124.2,13.65,2410.0,0,1464704106.71
969,107.4,18,1.45,780.0,485.11,141,2018.6,164.8,182.685154505,124.2,13.65,2410.0,0,1464704107.11
970,107.4,18,1.45,780.0,485.48,141,2019.9,164.8,182.685154505,124.2,13.65,2410.0,0,1464704107.48
971,107.4,18,1.45,780.0,486.25,141,2022.9,164.8,182.685154505,124.2,13.65,2330.0,0,1464704108.25
972,108.9,18,1.51,820.0,486.65,141,2024.8,170.9,179.2,125.0,13.42,2330.0,0,1464704108.65
973,108.9,18,1.51,820.0,487.03,141,2026.6,170.9,179.2,125.0,13.42,2330.0,0,1464704109.03
974,108.9,18,1.51,820.0,487.81,141,2029.8,170.9,179.2,125.0,13.42,2330.0,0,1464704109.81
975,108.9,18,1.51,820.0,488.17,141,2031.1,170.9,179.2,125.0,13.42,2330.0,0,1464704110.17
976,108.9,18,1.51,820.0,488.62,141,2032.7,170.9,179.2,125.0,13.42,2330.0,0,1464704110.62
977,108.9,18,1.51,820.0,489.04,141,2034.2,170.9,179.2,125.0,13.42,2320.0,0,1464704111.04
978,108.9,18,1.51,820.0,489.82,141,2037.7,170.9,186.261272335,123.4,13.42,2320.0,0,1464704111.82
979,111.9,18,1.48,800.0,490.22,141,2039.5,171.2,186.261272335,123.4,13.45,2320.0,0,1464704112.22
980,111.9,18,1.48,800.0,490.57,141,2041.0,171.2,186.261272335,123.4,13.45,2320.0,0,1464704112.57
981,111.9,18,1.48,800.0,491.32,141,2044.0,171.2,186.261272335,123.4,13.45,2320.0,0,1464704113.32
982,111.9,18,1.48,800.0,491.71,141,2045.5,171.2,186.261272335,123.4,13.45,2320.0,0,1464704113.71
983,111.9,18,1.48,800.0,492.12,141,2046.9,171.2,186.261272335,123.4,13.45,2320.0,0,1464704114.12
984,111.9,18,1.48,800.0,492.58,141,2048.5,171.2,186.261272335,123.4,13.45,2390.0,0,1464704114.58
985,111.9,18,1.48,800.0,493.36,141,2052.1,171.2,184.46165902,123.8,13.73,2390.0,0,1464704115.36
986,104.7,18,1.48,800.0,493.75,141,2053.8,164.5,184.46165902,123.8,13.73,2390.0,0,1464704115.75
987,104.7,18,1.48,800.0,494.1,141,2055.3,164.5,184.46165902,123.8,13.73,2390.0,0,1464704116.1
988,104.7,18,1.48,800.0,494.51,141,2056.9,164.5,184.46165902,123.8,13.73,2390.0,0,1464704116.51
989,104.7,18,1.48,800.0,494.89,141,2058.3,164.5,184.46165902,123.8,13.73,2390.0,0,1464704116.89
990,104.7,18,1.48,800.0,495.82,141,2061.5,164.5,184.46165902,123.8,13.73,2390.0,0,1464704117.82
