index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec)
1799,106.8,19,1.51,800.0,900.2,144,1260.5,162.8,197.076851297,121.1,13.04,2190.0,1,1464704522.2
1800,106.1,19,1.48,790.0,900.71,144,1262.9,162.9,192.747410576,122.0,13.04,2190.0,1,1464704522.71
1801,106.1,19,1.48,790.0,901.07,144,1264.5,162.9,192.747410576,122.0,13.04,2190.0,1,1464704523.07
1802,106.1,19,1.48,790.0,901.84,144,1267.6,162.9,192.747410576,122.0,13.04,2190.0,1,1464704523.84
1803,106.1,19,1.48,790.0,902.2,144,1269.0,162.9,192.747410576,122.0,13.04,2190.0,1,1464704524.2
1804,106.1,19,1.48,790.0,902.63,145,1270.5,162.9,192.747410576,122.0,13.04,2120.0,1,1464704524.63
1805,106.1,19,1.48,790.0,903.35,145,1273.5,162.9,192.747410576,122.0,13.04,2120.0,1,1464704525.35
1806,106.5,19,1.51,800.0,903.71,145,1275.3,171.6,194.176339455,121.7,12.81,2120.0,1,1464704525.71
1807,106.5,19,1.51,800.0,904.1,145,1277.0,171.6,194.176339455,121.7,12.81,2120.0,1,1464704526.1
1808,106.5,19,1.51,800.0,904.9,145,1280.3,171.6,194.176339455,121.7,12.81,2120.0,1,1464704526.9
1809,106.5,19,1.51,800.0,905.38,145,1282.1,171.6,194.176339455,121.7,12.81,2120.0,1,1464704527.38
1810,106.5,19,1.51,800.0,905.75,145,1283.4,171.6,194.176339455,121.7,12.81,2120.0,1,1464704527.75
1811,106.5,19,1.51,800.0,906.17,145,1285.0,171.6,194.176339455,121.7,12.81,2090.0,1,1464704528.17
1812,108.9,20,1.48,780.0,906.89,145,1288.5,169.5,196.589439684,121.2,12.67,2090.0,1,1464704528.89
1813,108.9,20,1.48,780.0,907.31,145,1290.4,169.5,196.589439684,121.2,12.67,2090.0,1,1464704529.31
1814,108.9,20,1.48,780.0,907.66,145,1291.8,169.5,196.589439684,121.2,12.67,2090.0,1,1464704529.66
1815,108.9,20,1.48,780.0,908.02,145,1293.3,169.5,196.589439684,121.2,12.67,2090.0,1,1464704530.02
1816,108.9,20,1.48,780.0,908.79,145,1296.1,169.5,196.589439684,121.2,12.67,2090.0,1,1464704530.79
1817,108.9,20,1.48,780.0,909.16,145,1297.4,169.5,196.589439684,121.2,12.67,2160.0,1,1464704531.16
1818,108.9,20,1.48,780.0,909.55,145,1299.2,169.5,196.589439684,121.2,12.91,2160.0,1,1464704531.55
1819,108.9,19,1.45,760.0,910.42,145,1303.2,163.0,197.565875519,121.0,12.91,2160.0,1,1464704532.42
1820,108.9,19,1.45,760.0,910.84,146,1304.9,163.0,197.565875519,121.0,12.91,2160.0,1,1464704532.84
1821,108.9,19,1.45,760.0,911.21,146,1306.4,163.0,197.565875519,121.0,12.91,2160.0,1,1464704533.21
1822,108.9,19,1.45,760.0,911.55,146,1307.7,163.0,197.565875519,121.0,12.91,2160.0,1,1464704533.55
1823,108.9,19,1.45,760.0,912.35,146,1310.5,163.0,197.565875519,121.0,12.91,2200.0,1,1464704534.35
1824,108.9,19,1.45,760.0,912.77,146,1312.4,163.0,197.565875519,121.0,12.91,2200.0,1,1464704534.77
1825,103.4,19,1.51,810.0,913.24,146,1314.6,154.3,190.396858452,122.5,13.1,2200.0,1,1464704535.24
1826,103.4,19,1.51,810.0,913.6,146,1316.2,154.3,190.396858452,122.5,13.1,2200.0,1,1464704535.6
1827,103.4,19,1.51,810.0,914.38,146,1319.3,154.3,190.396858452,122.5,13.1,2200.0,1,1464704536.38
1828,103.4,19,1.51,810.0,914.77,146,1320.8,154.3,190.396858452,122.5,13.1,2200.0,1,1464704536.77
1829,103.4,19,1.51,810.0,915.12,146,1322.0,154.3,190.396858452,122.5,13.1,2150.0,1,1464704537.12
1830,103.4,19,1.51,810.0,915.92,146,1325.4,154.3,190.396858452,122.5,13.1,2150.0,1,1464704537.92
1831,103.4,19,1.51,810.0,916.28,146,1327.1,154.3,190.86389878,122.4,12.8,2150.0,1,1464704538.28
1832,115.1,19,1.51,780.0,916.69,146,1329.0,176.3,190.86389878,122.4,12.8,2150.0,1,1464704538.69
1833,115.1,19,1.51,780.0,917.05,146,1330.5,176.3,190.86389878,122.4,12.8,2150.0,1,1464704539.05
1834,115.1,19,1.51,780.0,917.8,146,1333.5,176.3,190.86389878,122.4,12.8,2150.0,1,1464704539.8
1835,115.1,19,1.51,780.0,918.18,146,1334.8,176.3,190.86389878,122.4,12.8,2150.0,1,1464704540.18
1836,115.1,19,1.51,780.0,918.55,146,1336.2,176.3,190.86389878,122.4,12.8,2130.0,1,1464704540.55
1837,115.1,19,1.51,780.0,919.01,146,1338.3,176.3,190.86389878,122.4,12.99,2130.0,1,1464704541.01
1838,111.2,19,1.51,780.0,919.88,146,1342.3,167.2,203.56241295,119.8,12.99,2130.0,1,1464704541.88
1839,111.2,19,1.51,780.0,920.26,146,1343.9,167.2,203.56241295,119.8,12.99,2130.0,1,1464704542.26
1840,111.2,19,1.51,780.0,920.65,146,1345.4,167.2,203.56241295,119.8,12.99,2130.0,1,1464704542.65
1841,111.2,19,1.51,780.0,921.09,146,1347.1,167.2,203.56241295,119.8,12.99,2130.0,1,1464704543.09
1842,111.2,19,1.51,780.0,921.89,146,1350.1,167.2,203.56241295,119.8,12.99,2220.0,1,1464704543.89
1843,111.2,19,1.51,780.0,922.35,146,1352.3,167.2,197.565875519,121.0,12.99,2220.0,1,1464704544.35
1844,111.8,19,1.48,780.0,922.75,146,1354.2,181.0,197.565875519,121.0,13.26,2220.0,1,1464704544.75
1845,111.8,19,1.48,780.0,923.17,146,1356.0,181.0,197.565875519,121.0,13.26,2220.0,1,1464704545.17
1846,111.8,19,1.48,780.0,923.6,146,1357.7,181.0,197.565875519,121.0,13.26,2220.0,1,1464704545.6
1847,111.8,19,1.48,780.0,924.34,146,1360.5,181.0,197.565875519,121.0,13.26,2220.0,1,1464704546.34
1848,111.8,19,1.48,780.0,924.73,146,1361.9,181.0,197.565875519,121.0,13.26,2190.0,1,1464704546.73
1849,111.8,19,1.48,780.0,925.1,146,1363.4,181.0,197.565875519,121.0,13.26,2190.0,1,1464704547.1
1850,103.1,19,1.51,800.0,925.84,145,1366.9,161.4,197.076851297,121.1,13.19,2190.0,1,1464704547.84
1851,103.1,19,1.51,800.0,926.23,145,1368.6,161.4,197.076851297,121.1,13.19,2190.0,1,1464704548.23
1852,103.1,19,1.51,800.0,926.6,145,1370.1,161.4,197.076851297,121.1,13.19,2190.0,1,1464704548.6
1853,103.1,19,1.51,800.0,927.33,145,1372.9,161.4,197.076851297,121.1,13.19,2190.0,1,1464704549.33
1854,103.1,19,1.51,800.0,927.7,145,1374.2,161.4,197.076851297,121.1,13.19,2150.0,1,1464704549.7
1855,103.1,19,1.51,800.0,928.07,145,1375.5,161.4,197.076851297,121.1,13.19,2150.0,1,1464704550.07
1856,103.1,19,1.51,800.0,928.52,145,1377.6,161.4,197.076851297,121.1,12.82,2150.0,1,1464704550.52
1857,106.4,19,1.48,790.0,929.35,145,1381.4,165.6,190.86389878,122.4,12.82,2150.0,1,1464704551.35
1858,106.4,19,1.48,790.0,929.76,145,1383.1,165.6,190.86389878,122.4,12.82,2150.0,1,1464704551.76
1859,106.4,19,1.48,790.0,930.13,145,1384.5,165.6,190.86389878,122.4,12.82,2150.0,1,1464704552.13
1860,106.4,19,1.48,790.0,930.53,145,1386.0,165.6,190.86389878,122.4,12.82,2150.0,1,1464704552.53
1861,106.4,19,1.48,790.0,931.31,145,1388.8,165.6,190.86389878,122.4,12.82,2150.0,1,1464704553.31
1862,108.6,19,1.48,790.0,931.73,145,1390.8,165.2,190.396858452,122.5,12.83,2150.0,1,1464704553.73
1863,108.6,19,1.48,790.0,932.15,145,1392.8,165.2,190.396858452,122.5,12.83,2150.0,1,1464704554.15
1864,108.6,19,1.48,790.0,932.57,145,1394.6,165.2,190.396858452,122.5,12.83,2150.0,1,1464704554.57
1865,108.6,19,1.48,790.0,933.33,145,1397.6,165.2,190.396858452,122.5,12.83,2150.0,1,1464704555.33
1866,108.6,19,1.48,790.0,933.7,145,1399.0,165.2,190.396858452,122.5,12.83,2150.0,1,1464704555.7
1867,108.6,19,1.48,790.0,934.09,145,1400.4,165.2,190.396858452,122.5,12.83,2170.0,1,1464704556.09
1868,108.6,19,1.48,790.0,934.85,144,1403.6,165.2,190.396858452,122.5,12.83,2170.0,1,1464704556.85
1869,109.3,19,1.48,790.0,935.23,144,1405.5,167.1,193.22215768,121.9,12.96,2170.0,1,1464704557.23
1870,109.3,19,1.48,790.0,935.72,144,1407.6,167.1,193.22215768,121.9,12.96,2170.0,1,1464704557.72
1871,109.3,19,1.48,790.0,936.11,144,1409.2,167.1,193.22215768,121.9,12.96,2170.0,1,1464704558.11
1872,109.3,19,1.48,790.0,936.87,144,1412.1,167.1,193.22215768,121.9,12.96,2170.0,1,1464704558.87
1873,109.3,19,1.48,790.0,937.26,144,1413.4,167.1,193.22215768,121.9,12.96,2190.0,1,1464704559.26
1874,109.3,19,1.48,790.0,937.66,144,1415.0,167.1,193.22215768,121.9,12.96,2190.0,1,1464704559.66
1875,108.1,19,1.48,790.0,938.42,144,1418.6,164.4,194.176339455,121.7,13.06,2190.0,1,1464704560.42
1876,108.1,19,1.48,790.0,938.83,144,1420.4,164.4,194.176339455,121.7,13.06,2190.0,1,1464704560.83
1877,108.1,19,1.48,790.0,939.22,144,1422.0,164.4,194.176339455,121.7,13.06,2190.0,1,1464704561.22
1878,108.1,19,1.48,790.0,939.63,144,1423.6,164.4,194.176339455,121.7,13.06,2190.0,1,1464704561.63
1879,108.1,19,1.48,790.0,940.41,144,1426.4,164.4,194.176339455,121.7,13.06,2190.0,1,1464704562.41
1880,108.1,19,1.48,790.0,940.81,144,1428.0,164.4,194.176339455,121.7,13.06,2160.0,1,1464704562.81
1881,108.1,19,1.48,790.0,941.24,144,1430.1,164.4,193.22215768,121.9,13.06,2160.0,1,1464704563.24
1882,105.7,19,1.48,790.0,941.62,144,1431.8,164.5,193.22215768,121.9,12.91,2160.0,1,1464704563.62
1883,105.7,19,1.48,790.0,942.34,144,1434.9,164.5,193.22215768,121.9,12.91,2160.0,1,1464704564.34
1884,105.7,19,1.48,790.0,942.74,144,1436.4,164.5,193.22215768,121.9,12.91,2160.0,1,1464704564.74
1885,105.7,19,1.48,790.0,943.09,144,1437.7,164.5,193.22215768,121.9,12.91,2160.0,1,1464704565.09
1886,105.7,19,1.48,790.0,943.54,144,1439.3,164.5,193.22215768,121.9,12.91,2150.0,1,1464704565.54
1887,105.7,19,1.48,790.0,944.35,144,1442.8,164.5,192.274217472,122.1,12.91,2150.0,1,1464704566.35
1888,112.3,19,1.48,780.0,944.77,144,1444.8,177.6,192.274217472,122.1,12.83,2150.0,1,1464704566.77
1889,112.3,19,1.48,780.0,945.13,144,1446.4,177.6,192.274217472,122.1,12.83,2150.0,1,1464704567.13
1890,112.3,19,1.48,780.0,945.52,144,1448.0,177.6,192.274217472,122.1,12.83,2150.0,1,1464704567.52
1891,112.3,19,1.48,780.0,946.3,144,1451.0,177.6,192.274217472,122.1,12.83,2150.0,1,1464704568.3
1892,112.3,19,1.48,780.0,946.68,144,1452.3,177.6,192.274217472,122.1,12.83,2090.0,1,1464704568.68
1893,112.3,19,1.48,780.0,947.06,144,1453.9,177.6,192.274217472,122.1,12.83,2090.0,1,1464704569.06
1894,109.9,20,1.45,760.0,947.89,144,1457.9,167.7,201.034763031,120.3,12.67,2090.0,1,1464704569.89
1895,109.9,20,1.45,760.0,948.32,144,1459.7,167.7,201.034763031,120.3,12.67,2090.0,1,1464704570.32
1896,109.9,20,1.45,760.0,948.7,144,1461.2,167.7,201.034763031,120.3,12.67,2090.0,1,1464704570.7
1897,109.9,20,1.45,760.0,949.05,144,1462.6,167.7,201.034763031,120.3,12.67,2090.0,1,1464704571.05
1898,109.9,20,1.45,760.0,949.81,144,1465.3,167.7,201.034763031,120.3,12.67,2090.0,1,1464704571.81
1899,109.9,20,1.45,760.0,950.21,144,1467.0,167.7,201.034763031,120.3,12.67,2160.0,1,1464704572.21
1900,104.5,19,1.54,820.0,950.6,144,1468.9,162.8,196.589439684,121.2,13.11,2160.0,1,1464704572.6
1901,104.5,19,1.54,820.0,951.35,144,1472.2,162.8,196.589439684,121.2,13.11,2160.0,1,1464704573.35
1902,104.5,19,1.54,820.0,951.74,144,1473.8,162.8,196.589439684,121.2,13.11,2160.0,1,1464704573.74
1903,104.5,19,1.54,820.0,952.11,144,1475.2,162.8,196.589439684,121.2,13.11,2160.0,1,1464704574.11
1904,104.5,19,1.54,820.0,952.87,144,1477.9,162.8,196.589439684,121.2,13.11,2160.0,1,1464704574.87
1905,104.5,19,1.54,820.0,953.27,144,1479.6,162.8,196.589439684,121.2,13.11,2110.0,1,1464704575.27
1906,104.9,19,1.48,790.0,953.66,144,1481.4,163.0,194.176339455,121.7,12.73,2110.0,1,1464704575.66
1907,104.9,19,1.48,790.0,954.04,144,1483.2,163.0,194.176339455,121.7,12.73,2110.0,1,1464704576.04
1908,104.9,19,1.48,790.0,954.86,144,1486.6,163.0,194.176339455,121.7,12.73,2110.0,1,1464704576.86
1909,104.9,19,1.48,790.0,955.27,144,1488.2,163.0,194.176339455,121.7,12.73,2110.0,1,1464704577.27
1910,104.9,19,1.48,790.0,955.65,144,1489.6,163.0,194.176339455,121.7,12.73,2110.0,1,1464704577.65
1911,104.9,19,1.48,790.0,956.41,144,1492.4,163.0,194.176339455,121.7,12.73,2170.0,1,1464704578.41
1912,106.0,19,1.48,790.0,956.81,144,1494.3,170.0,189.467339226,122.7,12.9,2170.0,1,1464704578.81
1913,106.0,19,1.48,790.0,957.12,144,1495.8,170.0,189.467339226,122.7,12.9,2170.0,1,1464704579.12
1914,106.0,19,1.48,790.0,957.54,143,1497.6,170.0,189.467339226,122.7,12.9,2170.0,1,1464704579.54
1915,106.0,19,1.48,790.0,958.31,143,1500.6,170.0,189.467339226,122.7,12.9,2170.0,1,1464704580.31
1916,106.0,19,1.48,790.0,958.68,143,1502.0,170.0,189.467339226,122.7,12.9,2170.0,1,1464704580.68
1917,106.0,19,1.48,790.0,959.13,143,1503.6,170.0,189.467339226,122.7,12.9,2110.0,1,1464704581.13
1918,106.0,19,1.48,790.0,959.53,143,1505.3,170.0,189.467339226,122.7,12.9,2110.0,1,1464704581.53
1919,106.3,19,1.48,780.0,960.34,143,1509.1,169.8,192.274217472,122.1,12.66,2110.0,1,1464704582.34
1920,106.3,19,1.48,780.0,960.73,143,1510.7,169.8,192.274217472,122.1,12.66,2110.0,1,1464704582.73
1921,106.3,19,1.48,780.0,961.09,143,1512.2,169.8,192.274217472,122.1,12.66,2110.0,1,1464704583.09
1922,106.3,19,1.48,780.0,961.86,143,1515.0,169.8,192.274217472,122.1,12.66,2110.0,1,1464704583.86
1923,106.3,19,1.48,780.0,962.27,143,1516.5,169.8,192.274217472,122.1,12.66,2110.0,1,1464704584.27
1924,106.3,19,1.48,780.0,962.65,143,1518.2,169.8,192.274217472,122.1,12.66,2100.0,1,1464704584.65
1925,106.2,20,1.45,770.0,963.4,143,1521.6,162.4,192.274217472,122.1,12.58,2100.0,1,1464704585.4
1926,106.2,20,1.45,770.0,963.79,144,1523.3,162.4,192.274217472,122.1,12.58,2100.0,1,1464704585.79
1927,106.2,20,1.45,770.0,964.21,144,1525.0,162.4,192.274217472,122.1,12.58,2100.0,1,1464704586.21
1928,106.2,20,1.45,770.0,964.63,144,1526.6,162.4,192.274217472,122.1,12.58,2100.0,1,1464704586.63
1929,106.2,20,1.45,770.0,965.4,144,1529.3,162.4,192.274217472,122.1,12.58,2100.0,1,1464704587.4
1930,106.2,20,1.45,770.0,965.84,144,1531.2,162.4,192.274217472,122.1,12.58,2190.0,1,1464704587.84
1931,106.2,19,1.45,770.0,966.32,144,1533.5,162.4,189.004847959,122.8,12.58,2190.0,1,1464704588.32
1932,108.0,19,1.45,770.0,966.69,144,1535.1,164.8,189.004847959,122.8,12.88,2190.0,1,1464704588.69
1933,108.0,19,1.45,770.0,967.09,144,1536.8,164.8,189.004847959,122.8,12.88,2190.0,1,1464704589.09
1934,108.0,19,1.45,770.0,967.84,144,1539.7,164.8,189.004847959,122.8,12.88,2190.0,1,1464704589.84
1935,108.0,19,1.45,770.0,968.23,144,1541.1,164.8,189.004847959,122.8,12.88,2190.0,1,1464704590.23
1936,108.0,19,1.45,770.0,968.63,144,1542.5,164.8,189.004847959,122.8,12.88,2170.0,1,1464704590.63
1937,108.0,19,1.45,770.0,969.4,144,1546.1,164.8,189.931340667,122.6,12.88,2170.0,1,1464704591.4
1938,106.8,19,1.48,790.0,969.79,144,1547.8,155.4,189.931340667,122.6,12.89,2170.0,1,1464704591.79
1939,106.8,19,1.48,790.0,970.21,144,1549.5,155.4,189.931340667,122.6,12.89,2170.0,1,1464704592.21
1940,106.8,19,1.48,790.0,970.63,144,1551.2,155.4,189.931340667,122.6,12.89,2170.0,1,1464704592.63
1941,106.8,19,1.48,790.0,971.4,144,1554.0,155.4,189.931340667,122.6,12.89,2170.0,1,1464704593.4
1942,106.8,19,1.48,790.0,971.83,144,1555.6,155.4,189.931340667,122.6,12.89,2150.0,1,1464704593.83
1943,106.8,19,1.48,790.0,972.22,144,1557.4,155.4,189.931340667,122.6,12.81,2150.0,1,1464704594.22
1944,108.7,19,1.48,790.0,972.62,144,1559.3,166.6,190.396858452,122.5,12.81,2150.0,1,1464704594.62
1945,108.7,19,1.48,790.0,973.09,144,1561.4,166.6,190.396858452,122.5,12.81,2150.0,1,1464704595.09
1946,108.7,19,1.48,790.0,973.84,144,1564.4,166.6,190.396858452,122.5,12.81,2150.0,1,1464704595.84
1947,108.7,19,1.48,790.0,974.29,144,1566.1,166.6,190.396858452,122.5,12.81,2150.0,1,1464704596.29
1948,108.7,19,1.48,790.0,974.71,144,1567.5,166.6,190.396858452,122.5,12.81,2180.0,1,1464704596.71
1949,108.7,19,1.48,790.0,975.14,144,1569.3,166.6,190.396858452,122.5,12.81,2180.0,1,1464704597.14
1950,104.3,19,1.45,770.0,975.9,144,1572.8,155.3,191.33246788,122.3,12.88,2180.0,1,1464704597.9
1951,104.3,19,1.45,770.0,976.29,144,1574.5,155.3,191.33246788,122.3,12.88,2180.0,1,1464704598.29
1952,104.3,19,1.45,770.0,976.69,144,1576.1,155.3,191.33246788,122.3,12.88,2180.0,1,1464704598.69
1953,104.3,19,1.45,770.0,977.4,144,1578.7,155.3,191.33246788,122.3,12.88,2180.0,1,1464704599.4
1954,104.3,19,1.45,770.0,977.82,144,1580.2,155.3,191.33246788,122.3,12.88,2180.0,1,1464704599.82
1955,104.3,19,1.45,770.0,978.19,144,1581.5,155.3,191.33246788,122.3,12.88,2260.0,1,1464704600.19
1956,104.3,19,1.45,770.0,978.59,143,1583.4,155.3,191.33246788,122.3,13.18,2260.0,1,1464704600.59
1957,108.2,18,1.51,810.0,979.05,143,1585.6,172.5,184.015381007,123.9,13.18,2260.0,1,1464704601.05
1958,108.2,18,1.51,810.0,979.8,143,1588.7,172.5,184.015381007,123.9,13.18,2260.0,1,1464704601.8
1959,108.2,18,1.51,810.0,980.19,143,1590.3,172.5,184.015381007,123.9,13.18,2260.0,1,1464704602.19
1960,108.2,18,1.51,810.0,980.57,143,1591.7,172.5,184.015381007,123.9,13.18,2260.0,1,1464704602.57
1961,108.2,18,1.51,810.0,981.37,143,1594.6,172.5,184.015381007,123.9,13.18,2260.0,1,1464704603.37
1962,108.2,18,1.51,810.0,981.74,143,1596.3,172.5,184.015381007,123.9,12.98,2190.0,1,1464704603.74
1963,110.9,19,1.48,790.0,982.18,143,1598.4,165.6,190.86389878,122.4,12.98,2190.0,1,1464704604.18
1964,110.9,19,1.48,790.0,982.63,143,1600.4,165.6,190.86389878,122.4,12.98,2190.0,1,1464704604.63
1965,110.9,19,1.48,790.0,983.01,143,1602.0,165.6,190.86389878,122.4,12.98,2190.0,1,1464704605.01
1966,110.9,19,1.48,790.0,983.83,143,1605.1,165.6,190.86389878,122.4,12.98,2190.0,1,1464704605.83
1967,110.9,19,1.48,790.0,984.19,143,1606.4,165.6,190.86389878,122.4,12.98,2130.0,1,1464704606.19
1968,110.9,19,1.48,790.0,984.64,143,1608.2,165.6,190.86389878,122.4,12.98,2130.0,1,1464704606.64
1969,108.5,19,1.48,780.0,985.05,143,1610.2,167.6,196.589439684,121.2,12.83,2130.0,1,1464704607.05
1970,108.5,19,1.48,780.0,985.87,143,1613.8,167.6,196.589439684,121.2,12.83,2130.0,1,1464704607.87
1971,108.5,19,1.48,780.0,986.22,143,1615.3,167.6,196.589439684,121.2,12.83,2130.0,1,1464704608.22
1972,108.5,19,1.48,780.0,986.58,143,1616.6,167.6,196.589439684,121.2,12.83,2130.0,1,1464704608.58
1973,108.5,19,1.48,780.0,987.01,143,1618.2,167.6,196.589439684,121.2,12.83,2130.0,1,1464704609.01
1974,108.5,19,1.48,780.0,987.92,143,1621.9,167.6,196.589439684,121.2,12.83,2080.0,1,1464704609.92
1975,108.5,20,1.48,780.0,988.33,143,1623.9,167.6,198.056519026,120.9,12.6,2080.0,1,1464704610.33
1976,107.9,20,1.45,770.0,988.69,143,1625.5,160.6,198.056519026,120.9,12.6,2080.0,1,1464704610.69
1977,107.9,20,1.45,770.0,989.07,143,1627.1,160.6,198.056519026,120.9,12.6,2080.0,1,1464704611.07
1978,107.9,20,1.45,770.0,989.53,143,1628.9,160.6,198.056519026,120.9,12.6,2080.0,1,1464704611.53
1979,107.9,20,1.45,770.0,990.33,143,1631.8,160.6,198.056519026,120.9,12.6,2080.0,1,1464704612.33
1980,107.9,20,1.45,770.0,990.76,143,1633.4,160.6,198.056519026,120.9,12.6,2240.0,1,1464704612.76
1981,107.9,20,1.45,770.0,991.12,143,1635.1,160.6,198.056519026,120.9,13.28,2240.0,1,1464704613.12
1982,108.0,19,1.51,800.0,991.87,143,1638.6,164.6,191.802572014,122.2,13.28,2240.0,1,1464704613.87
1983,108.0,19,1.51,800.0,992.23,143,1640.1,164.6,191.802572014,122.2,13.28,2240.0,1,1464704614.23
1984,108.0,19,1.51,800.0,992.59,143,1641.5,164.6,191.802572014,122.2,13.28,2240.0,1,1464704614.59
1985,108.0,19,1.51,800.0,993.39,143,1644.5,164.6,191.802572014,122.2,13.28,2240.0,1,1464704615.39
1986,108.0,19,1.51,800.0,993.78,143,1645.8,164.6,191.802572014,122.2,13.28,2240.0,1,1464704615.78
1987,108.0,19,1.51,800.0,994.18,143,1647.6,164.6,191.802572014,122.2,13.28,2220.0,1,1464704616.18
1988,109.7,19,1.48,780.0,994.59,143,1649.6,160.8,192.747410576,122.0,13.12,2220.0,1,1464704616.59
1989,109.7,19,1.48,780.0,995.4,143,1653.1,160.8,192.747410576,122.0,13.12,2220.0,1,1464704617.4
1990,109.7,19,1.48,780.0,995.8,143,1654.7,160.8,192.747410576,122.0,13.12,2220.0,1,1464704617.8
1991,109.7,19,1.48,780.0,996.16,143,1656.1,160.8,192.747410576,122.0,13.12,2220.0,1,1464704618.16
1992,109.7,19,1.48,780.0,996.54,143,1657.4,160.8,192.747410576,122.0,13.12,2220.0,1,1464704618.54
1993,109.7,19,1.48,780.0,997.3,143,1660.3,160.8,192.747410576,122.0,13.12,2220.0,1,1464704619.3
1994,106.1,19,1.48,790.0,997.73,143,1662.4,161.2,191.33246788,122.3,13.12,2220.0,1,1464704619.73
1995,106.1,19,1.48,790.0,998.08,143,1664.0,161.2,191.33246788,122.3,13.12,2220.0,1,1464704620.08
1996,106.1,19,1.48,790.0,998.46,144,1665.6,161.2,191.33246788,122.3,13.12,2220.0,1,1464704620.46
1997,106.1,19,1.48,790.0,999.33,144,1669.1,161.2,191.33246788,122.3,13.12,2220.0,1,1464704621.33
1998,106.1,19,1.48,790.0,999.73,144,1670.5,161.2,191.33246788,122.3,13.12,2220.0,1,1464704621.73
1999,106.1,19,1.48,790.0,1000.15,144,1671.9,161.2,191.33246788,122.3,13.12,2260.0,1,1464704622.15
2000,106.1,19,1.48,790.0,1000.61,144,1673.8,161.2,191.33246788,122.3,13.12,2260.0,1,1464704622.61
2001,108.8,18,1.51,810.0,1001.02,144,1675.8,173.5,187.16986231,123.2,13.27,2260.0,1,1464704623.02
2002,108.8,18,1.51,810.0,1001.79,144,1679.2,173.5,187.16986231,123.2,13.27,2260.0,1,1464704623.79
2003,108.8,18,1.51,810.0,1002.18,144,1680.8,173.5,187.16986231,123.2,13.27,2260.0,1,1464704624.18
2004,108.8,18,1.51,810.0,1002.58,144,1682.3,173.5,187.16986231,123.2,13.27,2260.0,1,1464704624.58
2005,108.8,18,1.51,810.0,1003.02,144,1683.9,173.5,187.16986231,123.2,13.27,2260.0,1,1464704625.02
2006,108.8,18,1.51,810.0,1003.9,144,1687.4,173.5,187.16986231,123.2,13.27,2210.0,1,1464704625.9
2007,108.8,19,1.51,810.0,1004.27,144,1689.2,173.5,190.396858452,122.5,13.27,2210.0,1,1464704626.27
2008,110.9,19,1.48,790.0,1004.68,145,1691.1,167.1,190.396858452,122.5,13.06,2210.0,1,1464704626.68
2009,110.9,19,1.48,790.0,1005.09,145,1692.8,167.1,190.396858452,122.5,13.06,2210.0,1,1464704627.09
2010,110.9,19,1.48,790.0,1005.89,145,1695.9,167.1,190.396858452,122.5,13.06,2210.0,1,1464704627.89
2011,110.9,19,1.48,790.0,1006.25,145,1697.2,167.1,190.396858452,122.5,13.06,2210.0,1,1464704628.25
2012,110.9,19,1.48,790.0,1006.64,145,1698.6,167.1,190.396858452,122.5,13.06,2270.0,1,1464704628.64
2013,110.9,19,1.48,790.0,1007.12,145,1700.6,167.1,190.396858452,122.5,13.06,2270.0,1,1464704629.12
2014,112.8,19,1.48,780.0,1007.92,145,1704.4,167.8,193.698465167,121.8,13.35,2270.0,1,1464704629.92
2015,112.8,19,1.48,780.0,1008.33,145,1706.2,167.8,193.698465167,121.8,13.35,2270.0,1,1464704630.33
2016,112.8,19,1.48,780.0,1008.69,145,1707.6,167.8,193.698465167,121.8,13.35,2270.0,1,1464704630.69
2017,112.8,19,1.48,780.0,1009.09,145,1709.1,167.8,193.698465167,121.8,13.35,2270.0,1,1464704631.09
2018,112.8,19,1.48,780.0,1009.82,146,1711.7,167.8,193.698465167,121.8,13.35,2270.0,1,1464704631.82
2019,112.8,19,1.48,780.0,1010.26,146,1713.5,167.8,193.698465167,121.8,13.35,2310.0,1,1464704632.26
2020,110.8,18,1.48,790.0,1010.65,146,1715.4,171.1,191.802572014,122.2,13.51,2310.0,1,1464704632.65
2021,110.8,18,1.48,790.0,1011.38,146,1718.6,171.1,191.802572014,122.2,13.51,2310.0,1,1464704633.38
2022,110.8,18,1.48,790.0,1011.76,146,1720.2,171.1,191.802572014,122.2,13.51,2310.0,1,1464704633.76
2023,110.8,18,1.48,790.0,1012.11,146,1721.6,171.1,191.802572014,122.2,13.51,2310.0,1,1464704634.11
2024,110.8,18,1.48,790.0,1012.86,146,1724.3,171.1,191.802572014,122.2,13.51,2310.0,1,1464704634.86
2025,110.8,18,1.48,790.0,1013.25,146,1725.7,171.1,191.802572014,122.2,13.51,2260.0,1,1464704635.25
2026,110.8,18,1.48,790.0,1013.61,147,1727.3,171.1,191.802572014,122.2,13.51,2260.0,1,1464704635.61
2027,106.9,18,1.51,810.0,1014.04,147,1729.3,169.7,190.86389878,122.4,13.36,2260.0,1,1464704636.04
2028,106.9,18,1.51,810.0,1014.84,147,1732.8,169.7,190.86389878,122.4,13.36,2260.0,1,1464704636.84
